,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,sporting_hockey stick_old.bmp,old58,1,1,1611,6,2409,
1,old,kitchen_plate.bmp,old35,1,1,1703,9,1075,
2,old,kitchen_pitcher.bmp,old34,1,1,1998,6,1270,
3,old,animal_cheetah.bmp,old02,1,1,1530,8,980,
4,old,animal_sheep.bmp,old11,1,1,2252,9,2097,
5,new,kitchen_baking spatula.bmp,new01,1,2,2189,9,2097,
6,new,kitchen_ramekin.bmp,new13,1,2,1756,9,2097,
7,old,musical_clarinet_new.bmp,old44,0,2,2493,9,2097,
8,new,food_pizza.bmp,new22,1,2,1265,9,2097,
9,old,sporting_mini-trampoline.bmp,old61,1,1,1277,9,1601,
10,old,animal_chimpanzee.bmp,old03,1,1,1502,9,3033,
11,old,vegie_mushroom.bmp,old76,1,1,2768,9,1233,
12,old,musical_double bass.bmp,old45,1,1,2886,9,3282,
13,old,kitchen_ladle.bmp,old31,0,2,2415,9,3282,
14,new,sporting_golf ball.bmp,new19,1,2,1686,9,3282,
15,new,kitchen_garlic press.bmp,new07,1,2,1257,9,3282,
16,old,food_bottleofredwine01.bmp,old15,1,1,1285,5,1505,
17,new,musical_zamponia windflute.bmp,new29,1,2,1411,5,1505,
18,new,sporting_flippers.bmp,new02,0,1,4450,8,1008,
19,old,fruit_lemon_new.bmp,old69,1,1,1023,5,836,
20,old,musical_acoustic guitar_new.bmp,old42,1,1,2810,6,865,
21,old,food_toast.bmp,old26,1,1,1109,8,799,
22,old,sporting_rollerblade.bmp,old62,1,1,1190,6,742,
23,new,fruit_apricot_new.bmp,new04,1,2,1670,6,742,
24,old,animal_frog.bmp,old06,1,1,938,9,731,
25,old,sporting_badminton racquet.bmp,old54,1,1,1012,5,1067,
26,new,animal_giraffe.bmp,new03,1,2,2967,5,1067,
27,old,kitchen_big cooking pot.bmp,old28,0,2,1608,5,1067,
28,old,kitchen_apron.bmp,old27,1,1,1103,5,746,
29,new,animal_ostrich.bmp,new26,1,2,1355,5,746,
30,new,musical_uculele_new.bmp,new39,1,2,2466,5,746,
31,new,sporting_basketball_new.bmp,new14,1,2,1743,5,746,
32,old,food_rawchicken.bmp,old23,1,1,1377,6,1633,
33,old,kitchen_coffee pot.bmp,old29,1,1,1111,8,745,
34,old,animal_lion_new.bmp,old07,0,2,3146,8,745,
35,old,musical_drums_old.bmp,old46,0,2,1148,8,745,
36,old,kitchen_cookie cutter.bmp,old30,1,1,1093,5,960,
37,new,vegie_snowpea01.bmp,new27,1,2,1193,5,960,
38,old,animal_penguin.bmp,old10,1,1,1304,8,673,
39,old,fruit_blackberry_new.bmp,old66,0,2,1429,8,673,
