,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,new,sporting_basketball_new.bmp,new14,0,1,4252,9,3697,
1,old,vegie_green capsicum.bmp,old75,1,1,2138,6,955,
2,old,sporting_boxing_gloves.bmp,old56,1,1,1580,9,820,
3,old,animal_farm pig.bmp,old05,1,1,2345,9,1587,
4,new,musical_bongo drum.bmp,new23,1,2,2872,9,1587,
5,old,sporting_fishing rod.bmp,old59,1,1,1996,5,1956,
6,old,sporting_badminton racquet.bmp,old54,1,1,2388,6,851,
7,old,animal_penguin.bmp,old10,1,1,2222,9,2908,
8,old,food_pecan02.bmp,old21,1,1,1998,5,518,
9,old,sporting_mini-trampoline.bmp,old61,1,1,1680,5,404,
10,new,fruit_cherry.bmp,old67,1,1,1450,8,519,
11,new,sporting_flippers.bmp,new02,1,2,2135,8,519,
12,old,kitchen_big cooking pot.bmp,old28,1,1,1967,9,784,
13,new,animal_pigeon.bmp,new32,1,2,1814,9,784,
14,old,food_rawchicken.bmp,old23,1,1,2003,9,914,
15,old,musical_clarinet_new.bmp,old44,1,1,1395,8,635,
16,old,musical_harp_new.bmp,old43,1,1,1423,8,653,
17,new,animal_ostrich.bmp,new26,1,2,1505,8,653,
18,new,vegie_broccoli.bmp,new36,0,1,1401,6,688,
19,old,vegie_corn02.bmp,old73,1,1,1420,8,578,
20,new,food_walnut01c.bmp,new34,1,2,1784,8,578,
21,new,sporting_golf ball.bmp,new19,1,2,3208,8,578,
22,new,food_bagel01.bmp,new17,1,2,3694,8,578,
23,old,food_frenchfries.bmp,old20,1,1,1960,6,2265,
24,old,animal_cheetah.bmp,old02,1,1,1260,6,321,
25,new,vegie_snowpea01.bmp,new27,0,1,4850,5,1063,
26,old,sporting_footballhelmet.bmp,old57,1,1,2331,9,2997,
27,old,food_softcheese.bmp,old24,1,1,1707,6,510,
28,old,kitchen_ladle.bmp,old31,1,1,2343,5,1105,
29,new,animal_dolphin_old.bmp,new09,1,2,1586,5,1105,
30,new,fruit_rasberry.bmp,new10,1,2,1361,5,1105,
31,new,kitchen_garlic press.bmp,new07,1,2,1536,5,1105,
32,old,musical_harmonica_new.bmp,old47,1,1,1896,6,1283,
33,old,kitchen_coffee pot.bmp,old29,1,1,1278,8,1674,
34,old,animal_chimpanzee.bmp,old03,1,1,1405,9,564,
35,new,animal_horse.bmp,new20,1,2,1523,9,564,
36,old,sporting_soccer ball_new.bmp,old65,1,1,1940,9,886,
37,old,fruit_blackberry_new.bmp,old66,1,1,1936,6,1153,
38,new,kitchen_fork_old.bmp,new18,1,2,1913,6,1153,
39,old,vegie_radish.bmp,old77,1,1,1481,9,533,
40,old,musical_violin_old.bmp,old51,1,1,2622,8,3484,
41,new,kitchen_kettle_new.bmp,new24,1,2,1910,8,3484,
