,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,food_pickle01a.bmp,old22,0,2,4243,,0,
1,new,kitchen_ramekin.bmp,new13,0,1,2825,8,10238,
2,old,fruit_watermelon_old.bmp,old71,1,1,1558,5,414,
3,old,vegie_cauliflower.bmp,old72,1,1,1068,6,849,
4,old,kitchen_big cooking pot.bmp,old28,0,2,1910,6,849,
5,old,animal_lion_new.bmp,old07,1,1,1288,8,612,
6,new,kitchen_spatula_old.bmp,new37,1,2,2962,8,612,
7,new,food_bagel01.bmp,new17,0,1,1803,9,570,
8,old,musical_harmonica_new.bmp,old47,1,1,1305,6,524,
9,old,musical_triangle.bmp,old49,1,1,1069,9,1074,
10,new,musical_bongo drum.bmp,new23,1,2,1733,9,1074,
11,old,kitchen_ladle.bmp,old31,1,1,2399,5,438,
12,old,vegie_corn02.bmp,old73,1,1,1060,8,759,
13,old,sporting_karate clothing.bmp,old60,1,1,1040,5,557,
14,new,vegie_snowpea01.bmp,new27,1,2,2141,5,557,
15,old,sporting_footballhelmet.bmp,old57,1,1,1102,5,466,
16,old,musical_clarinet_new.bmp,old44,1,1,2190,9,549,
17,old,sporting_rollerblade.bmp,old62,1,1,1198,6,413,
18,old,vegie_green capsicum.bmp,old75,0,2,2619,6,413,
19,old,sporting_fishing rod.bmp,old59,0,2,2610,6,413,
20,old,food_croissant01.bmp,old19,1,1,2841,9,1063,
21,new,sporting_flippers.bmp,new02,1,2,2411,9,1063,
22,new,musical_tambourine_new.bmp,new06,1,2,1618,9,1063,
23,new,animal_horse.bmp,new20,1,2,1401,9,1063,
24,old,sporting_mini-trampoline.bmp,old61,1,1,928,8,1249,
25,new,animal_giraffe.bmp,new03,1,2,2606,8,1249,
26,old,kitchen_wooden spoon_old.bmp,old39,1,1,2246,5,490,
27,old,kitchen_coffee pot.bmp,old29,0,2,2246,5,490,
