,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,new,musical_uculele_new.bmp,new39,0,1,2685,9,4668,
1,old,musical_acoustic guitar_new.bmp,old42,1,1,7909,5,4608,
2,old,musical_harmonica_new.bmp,old47,1,1,2085,5,1506,
3,old,fruit_watermelon_old.bmp,old71,0,2,7714,5,1506,
4,new,food_drink.bmp,new05,1,2,3031,5,1506,
5,old,animal_chimpanzee.bmp,old03,1,1,1941,5,7727,
6,new,fruit_apricot_new.bmp,new04,1,2,3452,5,7727,
7,old,vegie_corn02.bmp,old73,1,1,3282,6,2911,
8,old,kitchen_wooden spoon_old.bmp,old39,1,1,1787,9,2051,
9,old,musical_accordion_old.bmp,old41,1,1,1603,9,2498,
10,old,food_pecan02.bmp,old21,0,2,3559,9,2498,
11,old,animal_zebra_old.bmp,old13,0,2,4368,9,2498,
12,old,food_bottleofredwine01.bmp,old15,1,1,2161,5,18074,
13,new,sporting_golf ball.bmp,new19,1,2,2955,5,18074,
14,new,vegie_broccoli.bmp,new36,0,1,2940,9,3840,
15,new,food_pizza.bmp,new22,1,2,2613,9,3840,
16,old,musical_clarinet_new.bmp,old44,1,1,3260,9,3978,
17,new,fruit_granny smith apple.bmp,new16,1,2,1907,9,3978,
18,new,vegie_cucumber.bmp,new33,0,1,2551,6,2687,
19,new,kitchen_fork_old.bmp,new18,1,2,1819,6,2687,
20,old,animal_sheep.bmp,old11,1,1,2203,8,1403,
21,old,musical_piano_old.bmp,old48,1,1,2098,8,3190,
22,old,kitchen_martini glass.bmp,old32,1,1,1997,6,2334,
23,old,kitchen_coffee pot.bmp,old29,1,1,2473,5,1870,
24,old,sporting_rollerblade.bmp,old62,1,1,2227,8,1691,
25,new,animal_pigeon.bmp,new32,1,2,5462,8,1691,
26,old,sporting_mini-trampoline.bmp,old61,1,1,2327,9,1497,
27,new,kitchen_garlic press.bmp,new07,1,2,3493,9,1497,
28,old,animal_penguin.bmp,old10,0,2,3528,9,1497,
29,old,kitchen_pitcher.bmp,old34,1,1,2147,5,2069,
30,new,animal_giraffe.bmp,new03,1,2,1627,5,2069,
31,new,sporting_baseball bat_new.bmp,new08,1,2,4106,5,2069,
32,new,sporting_flippers.bmp,new02,1,2,2661,5,2069,
33,new,animal_ostrich.bmp,new26,1,2,1496,5,2069,
34,new,kitchen_spatula_old.bmp,new37,1,2,1237,5,2069,
35,old,kitchen_big cooking pot.bmp,old28,1,1,1527,8,1353,
36,new,fruit_rasberry.bmp,new10,0,1,2122,5,1278,
37,old,sporting_soccer ball_new.bmp,old65,0,2,2395,5,1278,
38,old,vegie_garlic01a.bmp,old74,1,1,1540,9,974,
39,old,food_croissant01.bmp,old19,0,2,8693,9,974,
40,old,musical_harp_new.bmp,old43,1,1,1553,8,1193,
41,new,food_walnut01c.bmp,new34,1,2,2236,8,1193,
42,new,food_bread.bmp,new28,1,2,2472,8,1193,
43,old,kitchen_peppermill.bmp,old33,1,1,2136,9,2185,
44,old,food_shellpasta.bmp,old25,1,1,2702,9,3240,
45,new,musical_french horn_old.bmp,new12,1,2,2423,9,3240,
46,new,animal_seal.bmp,new38,1,2,2533,9,3240,
47,old,fruit_pineapple_old.bmp,old70,0,2,2047,9,3240,
48,new,kitchen_toaster_old.bmp,new30,1,2,1820,9,3240,
49,old,musical_triangle.bmp,old49,1,1,3604,9,1363,
50,old,food_rawchicken.bmp,old23,1,1,1660,9,3242,
51,new,animal_gorilla.bmp,new15,1,2,1732,9,3242,
52,old,kitchen_scrubbing brush.bmp,old36,0,2,5812,9,3242,
53,new,vegie_pumpkin.bmp,new21,1,2,1265,9,3242,
54,old,musical_double bass.bmp,old45,1,1,2284,8,1223,
55,old,food_cracker02.bmp,old18,0,2,2820,8,1223,
56,old,sporting_bicycle_old.bmp,old55,1,1,1449,8,2649,
57,new,food_bagel01.bmp,new17,1,2,1806,8,2649,
58,old,sporting_boxing_gloves.bmp,old56,1,1,2223,5,814,
59,old,animal_lion_new.bmp,old07,1,1,2812,5,4244,
60,old,food_baguette01.bmp,old14,0,2,1945,5,4244,
61,new,animal_dolphin_old.bmp,new09,1,2,1781,5,4244,
62,old,fruit_lemon_new.bmp,old69,0,2,1642,5,4244,
63,old,vegie_cauliflower.bmp,old72,1,1,1542,9,2183,
64,old,vegie_carrot.bmp,old78,1,1,2102,8,1201,
65,new,fruit_cherry.bmp,old67,1,1,5470,9,1467,
66,old,sporting_fishing rod.bmp,old59,0,2,2015,9,1467,
67,old,animal_cheetah.bmp,old02,1,1,1892,5,999,
68,old,kitchen_white strainer.bmp,old38,1,1,1853,5,1298,
69,old,sporting_skipping rope.bmp,old63,1,1,3853,5,2826,
70,old,fruit_green grapes.bmp,old68,0,2,6432,5,2826,
71,old,food_pickle01a.bmp,old22,1,1,5440,6,918,
72,old,food_chocolatemilk.bmp,old17,1,1,1913,9,2491,
73,old,animal_dalmation_old.bmp,old04,1,1,2213,5,8075,
74,old,sporting_snow shoes_old.bmp,old64,1,1,1745,9,1091,
75,old,sporting_americanfootball.bmp,old53,0,2,5924,9,1091,
76,old,hard_musical_recorder.bmp,old40,1,1,1551,9,6392,
77,new,sporting_weighlifting.bmp,new25,1,2,1785,9,6392,
78,new,vegie_snowpea01.bmp,new27,1,2,1966,9,6392,
79,old,food_candy.bmp,old16,0,2,2366,9,6392,
80,old,animal_monarch_old.bmp,old08,0,2,4237,9,6392,
81,new,kitchen_baking spatula.bmp,new01,1,2,1802,9,6392,
82,old,food_softcheese.bmp,old24,1,1,2568,6,1441,
83,old,fruit_blackberry_new.bmp,old66,1,1,4078,5,1275,
84,old,sporting_karate clothing.bmp,old60,1,1,1622,8,3812,
85,new,kitchen_kettle_new.bmp,new24,1,2,1914,8,3812,
86,old,animal_parrot.bmp,old09,0,2,8731,8,3812,
87,new,animal_horse.bmp,new20,1,2,1406,8,3812,
88,old,kitchen_cookie cutter.bmp,old30,0,2,2907,8,3812,
89,new,sporting_windsurf.bmp,new31,1,2,4293,8,3812,
90,old,sporting_badminton racquet.bmp,old54,1,1,1560,9,825,
91,new,musical_tambourine_new.bmp,new06,1,2,1661,9,825,
92,old,musical_violin_old.bmp,old51,1,1,1641,5,1655,
93,new,musical_bagpipes.bmp,new35,1,2,1699,5,1655,
94,old,kitchen_tea cup and saucer.bmp,old37,1,1,1541,5,1326,
95,new,musical_bongo drum.bmp,new23,1,2,4391,5,1326,
96,old,vegie_radish.bmp,old77,0,2,1662,5,1326,
97,new,kitchen_ramekin.bmp,new13,1,2,1602,5,1326,
98,old,musical_tuba.bmp,old50,0,2,3919,5,1326,
99,old,kitchen_ladle.bmp,old31,0,2,6249,5,1326,
100,old,animal_camel_new.bmp,old01,1,1,2078,6,819,
101,old,sporting_hockey stick_old.bmp,old58,1,1,3455,9,1260,
102,old,animal_siamese cat.bmp,old12,1,1,1457,8,997,
103,old,animal_frog.bmp,old06,0,2,8315,8,997,
104,new,sporting_basketball_new.bmp,new14,1,2,1815,8,997,
105,old,kitchen_apron.bmp,old27,0,2,1708,8,997,
106,old,vegie_green capsicum.bmp,old75,0,2,2373,8,997,
107,old,food_frenchfries.bmp,old20,1,1,1677,9,1129,
108,new,musical_zamponia windflute.bmp,new29,1,2,1930,9,1129,
109,old,musical_xylophone_old.bmp,old52,1,1,2219,6,850,
110,old,kitchen_plate.bmp,old35,0,2,1967,6,850,
111,old,musical_drums_old.bmp,old46,1,1,2079,9,2467,
112,old,food_toast.bmp,old26,0,2,1534,9,2467,
113,old,vegie_mushroom.bmp,old76,1,1,2766,8,1031,
114,new,food_cookie01.bmp,new11,1,2,1525,8,1031,
115,old,sporting_footballhelmet.bmp,old57,0,2,3022,8,1031,
116,old,animal_farm pig.bmp,old05,1,1,1372,8,692,
