,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,fruit_blackberry_new.bmp,old66,1,1,2956,6,1581,
1,old,musical_tuba.bmp,old50,1,1,2972,8,764,
2,old,animal_parrot.bmp,old09,1,1,2987,8,4682,
3,new,animal_seal.bmp,new38,1,2,1614,8,4682,
4,old,kitchen_white strainer.bmp,old38,1,1,3493,9,2592,
5,new,food_walnut01c.bmp,new34,1,2,1584,9,2592,
6,old,kitchen_wooden spoon_old.bmp,old39,1,1,2208,6,2999,
7,old,food_softcheese.bmp,old24,1,1,1494,5,857,
8,old,food_baguette01.bmp,old14,1,1,1278,5,570,
9,new,musical_bongo drum.bmp,new23,1,2,1642,5,570,
10,old,vegie_green capsicum.bmp,old75,1,1,6207,9,5542,
11,new,vegie_cucumber.bmp,new33,1,2,1768,9,5542,
12,new,food_bread.bmp,new28,1,2,2033,9,5542,
13,old,vegie_carrot.bmp,old78,1,1,1798,8,518,
14,old,vegie_corn02.bmp,old73,1,1,1272,9,524,
15,old,sporting_bicycle_old.bmp,old55,1,1,1686,6,562,
16,new,animal_horse.bmp,new20,1,2,1185,6,562,
17,new,kitchen_fork_old.bmp,new18,1,2,1193,6,562,
18,old,sporting_badminton racquet.bmp,old54,1,1,1808,5,2207,
19,old,kitchen_pitcher.bmp,old34,1,1,1294,5,450,
20,old,fruit_pineapple_old.bmp,old70,1,1,3655,8,1652,
21,old,food_shellpasta.bmp,old25,1,1,1617,8,1943,
22,old,kitchen_ladle.bmp,old31,1,1,1441,9,1103,
23,old,sporting_skipping rope.bmp,old63,1,1,1353,5,426,
24,old,sporting_fishing rod.bmp,old59,1,1,1151,5,482,
25,old,musical_violin_old.bmp,old51,1,1,1268,6,545,
26,old,animal_chimpanzee.bmp,old03,1,1,1361,5,514,
27,new,food_bagel01.bmp,new17,1,2,2676,5,514,
28,old,fruit_lemon_new.bmp,old69,0,2,3889,5,514,
29,old,kitchen_cookie cutter.bmp,old30,1,1,1157,5,446,
30,old,animal_cheetah.bmp,old02,1,1,3386,8,682,
31,old,animal_farm pig.bmp,old05,0,2,3006,8,682,
32,new,musical_tambourine_new.bmp,new06,1,2,3885,8,682,
33,old,kitchen_peppermill.bmp,old33,1,1,1456,9,2484,
34,old,kitchen_big cooking pot.bmp,old28,1,1,5696,5,1916,
35,old,sporting_snow shoes_old.bmp,old64,1,1,1254,8,523,
36,new,sporting_golf ball.bmp,new19,1,2,1565,8,523,
37,old,vegie_garlic01a.bmp,old74,1,1,1206,5,404,
38,old,sporting_mini-trampoline.bmp,old61,1,1,1179,6,491,
39,new,kitchen_ramekin.bmp,new13,1,2,4031,6,491,
40,old,food_toast.bmp,old26,1,1,1468,5,440,
41,old,food_cracker02.bmp,old18,1,1,3054,6,955,
42,new,kitchen_toaster_old.bmp,new30,1,2,1315,6,955,
43,old,sporting_soccer ball_new.bmp,old65,1,1,1334,9,472,
44,old,sporting_footballhelmet.bmp,old57,1,1,3844,5,3138,
45,old,musical_triangle.bmp,old49,1,1,1196,5,491,
46,new,musical_uculele_new.bmp,new39,0,1,5743,8,488,
47,old,musical_acoustic guitar_new.bmp,old42,1,1,2131,6,1437,
48,new,kitchen_kettle_new.bmp,new24,1,2,1963,6,1437,
49,old,food_bottleofredwine01.bmp,old15,1,1,1291,8,471,
50,old,musical_piano_old.bmp,old48,1,1,1435,6,2048,
51,old,fruit_watermelon_old.bmp,old71,1,1,3573,9,590,
52,new,fruit_cherry.bmp,old67,1,1,1301,5,289,
53,old,animal_camel_new.bmp,old01,1,1,1156,8,485,
54,new,animal_pigeon.bmp,new32,1,2,1377,8,485,
55,old,food_pickle01a.bmp,old22,1,1,4273,9,468,
56,old,sporting_karate clothing.bmp,old60,1,1,1328,9,436,
57,new,musical_bagpipes.bmp,new35,1,2,1336,9,436,
58,new,musical_zamponia windflute.bmp,new29,1,2,2066,9,436,
59,old,sporting_rollerblade.bmp,old62,1,1,1254,6,1683,
60,new,sporting_basketball_new.bmp,new14,1,2,1839,6,1683,
61,new,kitchen_baking spatula.bmp,new01,1,2,1036,6,1683,
62,old,kitchen_apron.bmp,old27,1,1,1298,6,453,
63,old,sporting_americanfootball.bmp,old53,1,1,4754,9,1099,
64,new,sporting_weighlifting.bmp,new25,1,2,1309,9,1099,
65,new,sporting_baseball bat_new.bmp,new08,1,2,1384,9,1099,
66,old,food_pecan02.bmp,old21,0,2,5616,9,1099,
67,old,musical_double bass.bmp,old45,1,1,2454,8,931,
68,old,kitchen_scrubbing brush.bmp,old36,1,1,1356,5,357,
69,new,vegie_broccoli.bmp,new36,0,1,1182,6,598,
70,new,fruit_rasberry.bmp,new10,1,2,1245,6,598,
71,old,musical_accordion_old.bmp,old41,0,2,1634,6,598,
72,old,animal_frog.bmp,old06,1,1,1127,6,658,
73,old,musical_drums_old.bmp,old46,1,1,1335,6,1296,
74,new,animal_giraffe.bmp,new03,1,2,1283,6,1296,
75,new,fruit_granny smith apple.bmp,new16,1,2,1398,6,1296,
76,old,musical_harmonica_new.bmp,old47,1,1,3365,8,662,
77,new,food_pizza.bmp,new22,1,2,1731,8,662,
78,new,animal_dolphin_old.bmp,new09,1,2,964,8,662,
79,old,animal_zebra_old.bmp,old13,0,2,821,8,662,
80,new,sporting_flippers.bmp,new02,1,2,891,8,662,
81,old,kitchen_plate.bmp,old35,1,1,1950,8,1616,
82,old,animal_siamese cat.bmp,old12,1,1,1293,5,1369,
83,old,animal_monarch_old.bmp,old08,1,1,1273,6,421,
84,new,sporting_windsurf.bmp,new31,1,2,8595,6,421,
85,new,fruit_apricot_new.bmp,new04,1,2,963,6,421,
86,old,animal_dalmation_old.bmp,old04,1,1,1203,8,706,
87,old,hard_musical_recorder.bmp,old40,1,1,1421,8,563,
88,old,food_frenchfries.bmp,old20,1,1,1147,9,493,
89,old,musical_xylophone_old.bmp,old52,1,1,1200,6,480,
90,old,kitchen_coffee pot.bmp,old29,0,2,3610,6,480,
91,new,food_drink.bmp,new05,1,2,1337,6,480,
92,old,vegie_radish.bmp,old77,1,1,1275,5,431,
93,old,kitchen_tea cup and saucer.bmp,old37,1,1,1229,5,427,
94,old,animal_sheep.bmp,old11,0,2,2769,5,427,
95,old,food_croissant01.bmp,old19,1,1,2641,6,2199,
96,new,animal_ostrich.bmp,new26,1,2,1254,6,2199,
97,new,kitchen_spatula_old.bmp,new37,1,2,1075,6,2199,
98,old,vegie_mushroom.bmp,old76,1,1,1463,5,2284,
99,old,musical_clarinet_new.bmp,old44,1,1,2511,8,1226,
100,new,kitchen_garlic press.bmp,new07,1,2,1344,8,1226,
101,old,food_chocolatemilk.bmp,old17,1,1,1626,5,328,
102,new,musical_french horn_old.bmp,new12,1,2,1346,5,328,
103,old,musical_harp_new.bmp,old43,1,1,1491,9,526,
104,old,animal_penguin.bmp,old10,1,1,1441,5,2302,
105,old,sporting_hockey stick_old.bmp,old58,0,2,3153,5,2302,
106,old,kitchen_martini glass.bmp,old32,1,1,1170,6,378,
107,old,food_rawchicken.bmp,old23,1,1,1410,6,448,
108,old,animal_lion_new.bmp,old07,1,1,1030,8,467,
109,new,vegie_snowpea01.bmp,new27,1,2,1783,8,467,
110,new,vegie_pumpkin.bmp,new21,1,2,1247,8,467,
111,new,food_cookie01.bmp,new11,1,2,1212,8,467,
112,old,food_candy.bmp,old16,1,1,1363,9,515,
113,old,fruit_green grapes.bmp,old68,1,1,1350,6,1071,
114,old,sporting_boxing_gloves.bmp,old56,1,1,2491,5,2567,
115,new,animal_gorilla.bmp,new15,1,2,1783,5,2567,
116,old,vegie_cauliflower.bmp,old72,1,1,1255,6,404,
