category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
old	sporting_boxing_gloves.bmp	old56	1	1	2522	5	1445	
old	sporting_footballhelmet.bmp	old57	1	1	2009	8	3191	
new	fruit_granny smith apple.bmp	new16	0	1	1557	6	1494	
old	food_shellpasta.bmp	old25	1	1	1687	5	891	
new	sporting_flippers.bmp	new02	1	2	1942	5	891	
old	fruit_lemon_new.bmp	old69	1	1	1430	9	1133	
old	fruit_watermelon_old.bmp	old71	1	1	1524	8	758	
old	food_baguette01.bmp	old14	1	1	1397	6	741	
old	vegie_green capsicum.bmp	old75	1	1	1596	6	1028	
old	kitchen_pitcher.bmp	old34	1	1	1641	9	718	
old	animal_parrot.bmp	old09	0	2	5198	9	718	
old	food_croissant01.bmp	old19	1	1	6438	8	2797	
old	animal_dalmation_old.bmp	old04	1	1	1338	9	652	
new	kitchen_fork_old.bmp	new18	1	2	1590	9	652	
new	animal_seal.bmp	new38	1	2	1964	9	652	
old	fruit_blackberry_new.bmp	old66	0	2	1644	9	652	
new	kitchen_ramekin.bmp	new13	0	1	4985	6	594	
old	sporting_bicycle_old.bmp	old55	1	1	2519	8	2116	
old	vegie_mushroom.bmp	old76	1	1	1500	6	744	
new	animal_horse.bmp	new20	0	1	4857	8	934	
old	musical_triangle.bmp	old49	1	1	1591	6	533	
new	musical_tambourine_new.bmp	new06	1	2	1869	6	533	
old	kitchen_white strainer.bmp	old38	1	1	1920	5	2770	
new	food_bread.bmp	new28	1	2	2227	5	2770	
old	musical_double bass.bmp	old45	1	1	1584	5	615	
old	musical_drums_old.bmp	old46	1	1	1334	8	664	
old	food_pickle01a.bmp	old22	1	1	1363	5	531	
old	animal_sheep.bmp	old11	1	1	2012	5	1371	
old	food_chocolatemilk.bmp	old17	1	1	1370	9	563	
new	animal_gorilla.bmp	new15	1	2	1666	9	563	
old	animal_frog.bmp	old06	1	1	1628	5	2578	
old	musical_xylophone_old.bmp	old52	1	1	1745	8	554	
old	animal_siamese cat.bmp	old12	1	1	1242	9	608	
old	food_bottleofredwine01.bmp	old15	1	1	1678	5	530	
old	vegie_corn02.bmp	old73	0	2	2771	5	530	
old	animal_zebra_old.bmp	old13	1	1	1347	8	612	
new	kitchen_garlic press.bmp	new07	1	2	1538	8	612	
old	musical_clarinet_new.bmp	old44	1	1	2187	6	1339	
old	animal_farm pig.bmp	old05	1	1	1572	6	644	
old	musical_accordion_old.bmp	old41	0	2	3777	6	644	
old	musical_harmonica_new.bmp	old47	1	1	1255	9	636	
new	sporting_weighlifting.bmp	new25	1	2	1552	9	636	
old	animal_cheetah.bmp	old02	1	1	3391	8	527	
old	sporting_rollerblade.bmp	old62	1	1	2640	6	1245	
new	sporting_baseball bat_new.bmp	new08	0	1	4841	5	1760	
new	food_cookie01.bmp	new11	1	2	1432	5	1760	
old	food_toast.bmp	old26	1	1	2204	6	1547	
new	vegie_cucumber.bmp	new33	1	2	1707	6	1547	
old	musical_acoustic guitar_new.bmp	old42	1	1	1716	9	518	
old	animal_monarch_old.bmp	old08	1	1	1367	9	728	
