,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,animal_frog.bmp,old06,1,1,4026,6,1799,
1,new,kitchen_spatula_old.bmp,new37,1,2,1875,6,1799,
2,old,sporting_fishing rod.bmp,old59,0,2,987,6,1799,
3,new,animal_giraffe.bmp,new03,1,2,1625,6,1799,
4,old,kitchen_wooden spoon_old.bmp,old39,1,1,1476,6,1223,
5,old,food_croissant01.bmp,old19,1,1,1227,6,457,
6,old,kitchen_martini glass.bmp,old32,1,1,1443,5,616,
7,old,kitchen_white strainer.bmp,old38,1,1,1661,8,457,
8,old,animal_monarch_old.bmp,old08,1,1,922,9,388,
9,new,food_pizza.bmp,new22,1,2,1442,9,388,
10,new,musical_tambourine_new.bmp,new06,1,2,1084,9,388,
11,old,sporting_bicycle_old.bmp,old55,1,1,2421,5,242,
12,old,animal_farm pig.bmp,old05,1,1,1173,9,276,
13,old,sporting_badminton racquet.bmp,old54,1,1,1462,9,306,
14,new,animal_ostrich.bmp,new26,1,2,1906,9,306,
15,new,kitchen_kettle_new.bmp,new24,1,2,875,9,306,
16,old,vegie_garlic01a.bmp,old74,1,1,1101,5,687,
17,old,fruit_pineapple_old.bmp,old70,0,2,1592,5,687,
18,old,animal_penguin.bmp,old10,1,1,1253,6,745,
19,new,musical_bagpipes.bmp,new35,1,2,1256,6,745,
20,old,food_bottleofredwine01.bmp,old15,1,1,897,9,781,
21,new,kitchen_toaster_old.bmp,new30,1,2,1291,9,781,
22,old,animal_chimpanzee.bmp,old03,1,1,980,5,595,
23,old,kitchen_coffee pot.bmp,old29,1,1,888,8,466,
24,old,sporting_snow shoes_old.bmp,old64,1,1,1284,9,376,
25,old,fruit_watermelon_old.bmp,old71,1,1,1045,5,394,
26,new,vegie_snowpea01.bmp,new27,1,2,1254,5,394,
27,old,musical_violin_old.bmp,old51,1,1,953,8,682,
28,new,vegie_cucumber.bmp,new33,1,2,1875,8,682,
29,new,animal_gorilla.bmp,new15,1,2,1118,8,682,
30,new,musical_zamponia windflute.bmp,new29,1,2,1375,8,682,
31,new,musical_bongo drum.bmp,new23,1,2,901,8,682,
32,new,fruit_granny smith apple.bmp,new16,0,1,829,8,18187,
33,old,musical_harmonica_new.bmp,old47,1,1,1471,8,459,
34,old,animal_sheep.bmp,old11,1,1,2437,5,458,
35,old,sporting_rollerblade.bmp,old62,1,1,1397,6,555,
36,old,sporting_footballhelmet.bmp,old57,1,1,960,5,489,
37,new,fruit_rasberry.bmp,new10,1,2,1225,5,489,
38,new,kitchen_garlic press.bmp,new07,1,2,1126,5,489,
39,old,animal_parrot.bmp,old09,1,1,1045,6,842,
40,old,musical_piano_old.bmp,old48,1,1,1413,5,435,
41,old,fruit_green grapes.bmp,old68,0,2,2759,5,435,
42,old,vegie_carrot.bmp,old78,1,1,1213,9,756,
43,old,musical_acoustic guitar_new.bmp,old42,1,1,1043,8,552,
44,old,hard_musical_recorder.bmp,old40,1,1,1335,6,1561,
45,old,sporting_boxing_gloves.bmp,old56,1,1,967,5,518,
46,old,sporting_skipping rope.bmp,old63,1,1,974,6,509,
47,old,vegie_corn02.bmp,old73,0,2,1389,6,509,
48,old,sporting_soccer ball_new.bmp,old65,1,1,866,9,662,
49,old,animal_cheetah.bmp,old02,1,1,1008,8,406,
50,old,musical_harp_new.bmp,old43,1,1,1226,6,760,
51,old,food_toast.bmp,old26,1,1,1046,5,554,
52,new,sporting_basketball_new.bmp,new14,1,2,2058,5,554,
53,old,musical_triangle.bmp,old49,1,1,844,6,592,
54,new,animal_seal.bmp,new38,1,2,2253,6,592,
55,new,sporting_flippers.bmp,new02,1,2,1015,6,592,
56,old,food_pickle01a.bmp,old22,1,1,867,6,440,
57,old,musical_double bass.bmp,old45,1,1,1410,8,528,
58,old,fruit_blackberry_new.bmp,old66,1,1,1881,5,396,
59,old,kitchen_scrubbing brush.bmp,old36,1,1,2313,8,643,
60,old,food_shellpasta.bmp,old25,1,1,821,6,467,
61,old,musical_tuba.bmp,old50,1,1,1030,8,1291,
62,old,musical_xylophone_old.bmp,old52,1,1,973,6,364,
63,new,food_bread.bmp,new28,1,2,1706,6,364,
64,old,animal_siamese cat.bmp,old12,1,1,1306,8,412,
65,new,sporting_weighlifting.bmp,new25,1,2,1152,8,412,
66,old,kitchen_pitcher.bmp,old34,0,2,1640,8,412,
67,old,animal_camel_new.bmp,old01,1,1,923,9,380,
68,old,food_candy.bmp,old16,1,1,810,8,408,
69,old,musical_accordion_old.bmp,old41,1,1,734,5,415,
70,old,food_pecan02.bmp,old21,0,2,2011,5,415,
71,old,food_rawchicken.bmp,old23,1,1,921,6,691,
72,new,vegie_pumpkin.bmp,new21,1,2,1387,6,691,
73,old,sporting_americanfootball.bmp,old53,1,1,1729,5,473,
74,old,animal_dalmation_old.bmp,old04,1,1,1003,8,442,
75,old,musical_clarinet_new.bmp,old44,1,1,1092,8,511,
76,old,kitchen_apron.bmp,old27,1,1,1247,5,436,
77,old,food_cracker02.bmp,old18,1,1,735,5,416,
78,new,fruit_apricot_new.bmp,new04,1,2,1174,5,416,
79,new,food_drink.bmp,new05,1,2,1291,5,416,
80,old,sporting_mini-trampoline.bmp,old61,1,1,900,5,783,
81,new,musical_uculele_new.bmp,new39,1,2,2046,5,783,
82,old,kitchen_cookie cutter.bmp,old30,1,1,808,6,446,
83,new,sporting_baseball bat_new.bmp,new08,1,2,1649,6,446,
84,new,kitchen_ramekin.bmp,new13,1,2,1252,6,446,
85,old,sporting_hockey stick_old.bmp,old58,1,1,854,5,442,
86,new,food_bagel01.bmp,new17,1,2,1109,5,442,
87,old,musical_drums_old.bmp,old46,1,1,965,9,413,
88,old,food_chocolatemilk.bmp,old17,1,1,1147,5,515,
89,new,animal_horse.bmp,new20,1,2,1299,5,515,
90,new,kitchen_baking spatula.bmp,new01,0,1,1156,5,404,
91,new,food_walnut01c.bmp,new34,1,2,1482,5,404,
92,new,animal_pigeon.bmp,new32,1,2,1219,5,404,
93,old,kitchen_tea cup and saucer.bmp,old37,1,1,935,9,1400,
94,new,sporting_windsurf.bmp,new31,1,2,1461,9,1400,
95,old,sporting_karate clothing.bmp,old60,1,1,903,6,418,
96,old,kitchen_big cooking pot.bmp,old28,0,2,1078,6,418,
97,old,animal_lion_new.bmp,old07,1,1,903,9,977,
98,new,sporting_golf ball.bmp,new19,1,2,1175,9,977,
99,new,food_cookie01.bmp,new11,1,2,1068,9,977,
100,old,vegie_mushroom.bmp,old76,1,1,1038,9,442,
101,new,musical_french horn_old.bmp,new12,0,1,862,8,490,
102,old,fruit_lemon_new.bmp,old69,0,2,2458,8,490,
103,new,fruit_cherry.bmp,old67,1,1,1054,6,545,
104,old,animal_zebra_old.bmp,old13,1,1,1376,5,513,
105,old,food_frenchfries.bmp,old20,1,1,1192,5,670,
106,old,kitchen_plate.bmp,old35,1,1,1057,8,389,
107,new,vegie_broccoli.bmp,new36,0,1,1250,8,454,
108,old,food_baguette01.bmp,old14,1,1,1272,9,427,
109,old,food_softcheese.bmp,old24,1,1,1743,5,511,
110,old,kitchen_ladle.bmp,old31,1,1,1392,6,655,
111,old,kitchen_peppermill.bmp,old33,0,2,1144,6,655,
112,old,vegie_radish.bmp,old77,1,1,1048,9,636,
113,new,animal_dolphin_old.bmp,new09,1,2,1288,9,636,
114,new,kitchen_fork_old.bmp,new18,1,2,953,9,636,
115,old,vegie_green capsicum.bmp,old75,1,1,1032,8,861,
116,old,vegie_cauliflower.bmp,old72,1,1,791,8,446,
