,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,new,musical_bagpipes.bmp,new35,1,2,2137,,0,
1,old,vegie_carrot.bmp,old78,1,1,1713,5,3763,
2,new,sporting_flippers.bmp,new02,1,2,2354,5,3763,
3,old,sporting_americanfootball.bmp,old53,1,1,2098,9,718,
4,old,animal_chimpanzee.bmp,old03,1,1,2438,8,1076,
5,old,kitchen_plate.bmp,old35,1,1,1557,5,735,
6,old,sporting_fishing rod.bmp,old59,0,2,2088,5,735,
7,new,animal_dolphin_old.bmp,new09,1,2,1450,5,735,
8,old,musical_acoustic guitar_new.bmp,old42,1,1,1750,9,1447,
9,new,food_bagel01.bmp,new17,1,2,1627,9,1447,
10,old,sporting_snow shoes_old.bmp,old64,1,1,2040,5,893,
11,new,food_bread.bmp,new28,1,2,2191,5,893,
12,new,kitchen_baking spatula.bmp,new01,1,2,1372,5,893,
13,old,food_rawchicken.bmp,old23,1,1,1859,5,856,
14,old,food_cracker02.bmp,old18,1,1,2020,8,682,
15,old,fruit_pineapple_old.bmp,old70,0,2,1572,8,682,
16,old,animal_dalmation_old.bmp,old04,1,1,2235,8,769,
17,new,kitchen_kettle_new.bmp,new24,1,2,1376,8,769,
18,new,kitchen_garlic press.bmp,new07,1,2,1374,8,769,
19,old,fruit_lemon_new.bmp,old69,0,2,1669,8,769,
20,new,kitchen_ramekin.bmp,new13,1,2,2136,8,769,
21,old,vegie_cauliflower.bmp,old72,1,1,1488,6,732,
22,old,sporting_soccer ball_new.bmp,old65,1,1,1156,5,933,
23,new,musical_tambourine_new.bmp,new06,1,2,1669,5,933,
24,new,sporting_baseball bat_new.bmp,new08,1,2,1152,5,933,
25,old,kitchen_cookie cutter.bmp,old30,1,1,1408,5,790,
26,old,kitchen_scrubbing brush.bmp,old36,1,1,2797,6,1556,
27,old,musical_harp_new.bmp,old43,1,1,1668,8,1176,
28,new,animal_horse.bmp,new20,1,2,1415,8,1176,
29,old,animal_sheep.bmp,old11,1,1,1683,9,656,
30,old,musical_drums_old.bmp,old46,1,1,1347,8,659,
31,old,fruit_blackberry_new.bmp,old66,1,1,1391,8,1118,
32,old,sporting_rollerblade.bmp,old62,1,1,1263,5,796,
33,old,food_pecan02.bmp,old21,1,1,1458,9,694,
34,old,animal_siamese cat.bmp,old12,1,1,928,5,714,
35,new,vegie_pumpkin.bmp,new21,1,2,1907,5,714,
36,new,food_pizza.bmp,new22,1,2,1917,5,714,
37,old,sporting_boxing_gloves.bmp,old56,0,2,1446,5,714,
38,old,animal_lion_new.bmp,old07,1,1,1945,9,2163,
39,old,musical_piano_old.bmp,old48,1,1,2602,9,809,
40,old,sporting_bicycle_old.bmp,old55,1,1,1166,8,655,
41,old,food_bottleofredwine01.bmp,old15,1,1,1835,6,1807,
42,old,kitchen_ladle.bmp,old31,1,1,1981,9,1814,
43,new,fruit_granny smith apple.bmp,new16,1,2,2075,9,1814,
44,old,musical_clarinet_new.bmp,old44,1,1,2546,8,3183,
45,old,animal_cheetah.bmp,old02,1,1,1526,8,672,
46,old,sporting_footballhelmet.bmp,old57,1,1,2203,5,649,
47,old,food_toast.bmp,old26,1,1,1437,5,690,
48,old,food_candy.bmp,old16,1,1,2037,9,1834,
49,old,sporting_skipping rope.bmp,old63,1,1,1024,6,654,
50,old,kitchen_peppermill.bmp,old33,0,2,1953,6,654,
51,old,animal_farm pig.bmp,old05,1,1,1057,5,670,
52,old,animal_frog.bmp,old06,1,1,1562,9,3242,
53,new,kitchen_spatula_old.bmp,new37,1,2,2046,9,3242,
54,old,food_croissant01.bmp,old19,1,1,1314,6,693,
55,new,musical_bongo drum.bmp,new23,1,2,1663,6,693,
56,old,vegie_green capsicum.bmp,old75,1,1,2090,6,2381,
57,old,food_chocolatemilk.bmp,old17,1,1,1156,6,589,
58,old,animal_camel_new.bmp,old01,1,1,1483,8,663,
59,old,kitchen_martini glass.bmp,old32,1,1,970,6,562,
60,new,vegie_snowpea01.bmp,new27,1,2,1825,6,562,
61,old,fruit_watermelon_old.bmp,old71,1,1,1109,9,592,
62,old,food_softcheese.bmp,old24,1,1,1246,9,675,
63,new,food_walnut01c.bmp,new34,1,2,1694,9,675,
64,old,musical_tuba.bmp,old50,0,2,2328,9,675,
65,old,kitchen_apron.bmp,old27,1,1,2008,5,879,
66,old,vegie_corn02.bmp,old73,1,1,1009,9,592,
67,old,fruit_green grapes.bmp,old68,1,1,1774,9,2526,
68,new,sporting_golf ball.bmp,new19,1,2,1535,9,2526,
69,new,kitchen_toaster_old.bmp,new30,0,1,3864,5,453,
70,new,food_drink.bmp,new05,1,2,1632,5,453,
71,old,sporting_badminton racquet.bmp,old54,1,1,1420,9,587,
72,new,animal_ostrich.bmp,new26,1,2,1201,9,587,
73,old,kitchen_big cooking pot.bmp,old28,1,1,1398,8,1374,
74,new,animal_seal.bmp,new38,1,2,981,8,1374,
75,new,animal_gorilla.bmp,new15,1,2,1035,8,1374,
76,new,animal_pigeon.bmp,new32,1,2,870,8,1374,
