,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,new,sporting_golf ball.bmp,new19,1,2,2352,,0,
1,old,fruit_pineapple_old.bmp,old70,1,1,1715,9,1133,
2,new,kitchen_kettle_new.bmp,new24,1,2,1676,9,1133,
3,new,animal_dolphin_old.bmp,new09,1,2,2048,9,1133,
4,old,animal_penguin.bmp,old10,0,2,2825,9,1133,
5,old,animal_farm pig.bmp,old05,1,1,1742,5,4160,
6,new,kitchen_baking spatula.bmp,new01,1,2,1368,5,4160,
7,new,musical_french horn_old.bmp,new12,1,2,1535,5,4160,
8,old,food_toast.bmp,old26,1,1,1430,5,1572,
9,old,kitchen_ladle.bmp,old31,1,1,1626,6,1199,
10,new,animal_gorilla.bmp,new15,1,2,1749,6,1199,
11,new,food_cookie01.bmp,new11,1,2,3822,6,1199,
12,new,food_bread.bmp,new28,1,2,1459,6,1199,
13,old,hard_musical_recorder.bmp,old40,1,1,1424,6,2485,
14,new,sporting_basketball_new.bmp,new14,1,2,1703,6,2485,
15,old,sporting_snow shoes_old.bmp,old64,1,1,1345,9,922,
16,old,kitchen_cookie cutter.bmp,old30,1,1,1427,8,553,
17,old,food_bottleofredwine01.bmp,old15,1,1,1346,6,1491,
18,new,sporting_windsurf.bmp,new31,1,2,4757,6,1491,
19,old,fruit_watermelon_old.bmp,old71,1,1,1349,6,1678,
20,old,sporting_footballhelmet.bmp,old57,1,1,1402,5,1369,
21,old,food_shellpasta.bmp,old25,1,1,1248,8,925,
22,new,musical_tambourine_new.bmp,new06,1,2,1765,8,925,
23,old,kitchen_apron.bmp,old27,1,1,1294,9,5640,
24,old,food_croissant01.bmp,old19,1,1,16574,6,1083,
25,old,vegie_mushroom.bmp,old76,1,1,1677,6,1961,
26,new,vegie_snowpea01.bmp,new27,0,1,8849,6,1681,
27,new,sporting_flippers.bmp,new02,1,2,2011,6,1681,
28,old,sporting_rollerblade.bmp,old62,1,1,1441,6,918,
29,old,food_rawchicken.bmp,old23,1,1,3062,5,1003,
30,old,sporting_boxing_gloves.bmp,old56,1,1,1492,9,2079,
31,old,animal_monarch_old.bmp,old08,1,1,1234,5,1944,
32,new,food_bagel01.bmp,new17,1,2,2647,5,1944,
33,old,musical_xylophone_old.bmp,old52,1,1,1243,9,1000,
34,new,fruit_granny smith apple.bmp,new16,0,1,2438,6,1243,
35,old,sporting_karate clothing.bmp,old60,1,1,1580,9,692,
36,old,food_candy.bmp,old16,1,1,1247,8,1228,
37,old,vegie_carrot.bmp,old78,1,1,1256,6,773,
38,old,musical_tuba.bmp,old50,1,1,1292,5,2015,
39,old,sporting_soccer ball_new.bmp,old65,1,1,1076,9,2263,
40,old,food_cracker02.bmp,old18,1,1,1427,6,753,
41,old,sporting_mini-trampoline.bmp,old61,1,1,1150,5,744,
42,old,kitchen_plate.bmp,old35,1,1,11704,6,5077,
43,new,animal_ostrich.bmp,new26,1,2,1968,6,5077,
44,new,kitchen_toaster_old.bmp,new30,1,2,1552,6,5077,
45,old,vegie_cauliflower.bmp,old72,1,1,1174,6,422,
46,old,food_chocolatemilk.bmp,old17,1,1,1866,5,4790,
47,new,vegie_cucumber.bmp,new33,0,1,2230,6,884,
48,new,sporting_weighlifting.bmp,new25,1,2,2693,6,884,
49,old,animal_cheetah.bmp,old02,1,1,3416,9,2823,
50,old,vegie_garlic01a.bmp,old74,1,1,1242,6,8743,
51,old,kitchen_martini glass.bmp,old32,1,1,1267,5,1663,
52,old,kitchen_tea cup and saucer.bmp,old37,1,1,1412,8,978,
53,old,animal_zebra_old.bmp,old13,1,1,1281,5,1227,
54,old,vegie_radish.bmp,old77,1,1,1130,6,570,
55,old,kitchen_wooden spoon_old.bmp,old39,1,1,1440,6,1813,
56,old,musical_drums_old.bmp,old46,1,1,1147,9,1676,
57,new,musical_zamponia windflute.bmp,new29,1,2,1382,9,1676,
58,new,fruit_apricot_new.bmp,new04,1,2,2204,9,1676,
59,new,animal_giraffe.bmp,new03,0,1,1146,8,7155,
60,new,fruit_rasberry.bmp,new10,1,2,2555,8,7155,
61,old,musical_clarinet_new.bmp,old44,1,1,1332,6,1022,
62,old,food_pickle01a.bmp,old22,1,1,1899,5,1214,
63,new,food_walnut01c.bmp,new34,1,2,2242,5,1214,
64,old,sporting_fishing rod.bmp,old59,1,1,2344,6,577,
65,old,sporting_hockey stick_old.bmp,old58,1,1,3104,5,795,
66,old,musical_triangle.bmp,old49,1,1,1255,5,836,
67,new,fruit_cherry.bmp,old67,0,2,2992,5,836,
68,old,sporting_americanfootball.bmp,old53,0,2,1839,5,836,
69,new,musical_bagpipes.bmp,new35,1,2,1308,5,836,
70,old,animal_lion_new.bmp,old07,0,2,5710,5,836,
71,new,food_drink.bmp,new05,1,2,969,5,836,
72,old,musical_acoustic guitar_new.bmp,old42,1,1,2481,9,2821,
73,new,sporting_baseball bat_new.bmp,new08,1,2,2996,9,2821,
74,new,vegie_pumpkin.bmp,new21,1,2,2147,9,2821,
75,new,kitchen_fork_old.bmp,new18,1,2,1052,9,2821,
76,old,kitchen_white strainer.bmp,old38,1,1,1983,5,1999,
77,old,animal_parrot.bmp,old09,1,1,1669,9,2217,
78,old,kitchen_scrubbing brush.bmp,old36,0,2,1480,9,2217,
79,old,kitchen_big cooking pot.bmp,old28,1,1,1556,6,3524,
80,new,animal_pigeon.bmp,new32,1,2,1348,6,3524,
81,new,musical_bongo drum.bmp,new23,1,2,1358,6,3524,
82,old,fruit_lemon_new.bmp,old69,1,1,1550,6,2071,
83,old,food_pecan02.bmp,old21,1,1,1410,5,6785,
84,new,food_pizza.bmp,new22,1,2,1265,5,6785,
85,old,animal_sheep.bmp,old11,1,1,3901,9,1017,
86,old,food_softcheese.bmp,old24,1,1,1438,6,1468,
87,old,vegie_corn02.bmp,old73,1,1,1366,6,3183,
88,old,musical_piano_old.bmp,old48,1,1,2455,5,996,
89,new,vegie_broccoli.bmp,new36,0,1,1482,6,6998,
90,new,kitchen_spatula_old.bmp,new37,1,2,1326,6,6998,
91,old,kitchen_coffee pot.bmp,old29,1,1,1428,6,490,
92,old,food_baguette01.bmp,old14,1,1,1267,6,2680,
93,old,animal_frog.bmp,old06,0,2,2262,6,2680,
94,old,fruit_green grapes.bmp,old68,0,2,3246,6,2680,
95,old,fruit_blackberry_new.bmp,old66,1,1,3787,8,2099,
96,old,vegie_green capsicum.bmp,old75,1,1,1301,6,1440,
97,old,kitchen_peppermill.bmp,old33,0,2,1428,6,1440,
98,old,animal_siamese cat.bmp,old12,1,1,1336,9,1505,
99,old,animal_chimpanzee.bmp,old03,1,1,5394,9,795,
100,new,kitchen_ramekin.bmp,new13,0,1,2737,8,1403,
101,new,animal_horse.bmp,new20,1,2,2335,8,1403,
102,old,animal_dalmation_old.bmp,old04,0,2,1327,8,1403,
103,old,musical_double bass.bmp,old45,1,1,7711,5,764,
104,old,sporting_badminton racquet.bmp,old54,1,1,1299,9,1454,
105,old,kitchen_pitcher.bmp,old34,0,2,2507,9,1454,
106,new,kitchen_garlic press.bmp,new07,1,2,1004,9,1454,
107,old,musical_harmonica_new.bmp,old47,1,1,1209,6,696,
108,new,musical_uculele_new.bmp,new39,0,1,4145,5,1148,
109,old,musical_harp_new.bmp,old43,1,1,2085,5,2481,
110,old,sporting_skipping rope.bmp,old63,1,1,1643,6,656,
111,new,animal_seal.bmp,new38,1,2,1349,6,656,
112,old,musical_violin_old.bmp,old51,1,1,7182,9,560,
113,old,food_frenchfries.bmp,old20,1,1,1759,9,2919,
114,old,sporting_bicycle_old.bmp,old55,0,2,2113,9,2919,
115,old,musical_accordion_old.bmp,old41,1,1,2609,9,3408,
116,old,animal_camel_new.bmp,old01,1,1,1383,5,991,
