,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,musical_tuba.bmp,old50,1,1,5702,6,2033,
1,old,fruit_green grapes.bmp,old68,1,1,3502,6,2417,
2,old,vegie_cauliflower.bmp,old72,1,1,3806,9,2764,
3,old,sporting_rollerblade.bmp,old62,1,1,3259,5,3176,
4,new,fruit_granny smith apple.bmp,new16,1,2,3256,5,3176,
5,old,sporting_bicycle_old.bmp,old55,0,2,7220,5,3176,
6,old,sporting_fishing rod.bmp,old59,1,1,4386,8,1984,
7,old,food_frenchfries.bmp,old20,1,1,4159,8,3344,
8,old,musical_clarinet_new.bmp,old44,1,1,2304,6,1707,
9,old,kitchen_wooden spoon_old.bmp,old39,0,2,6036,6,1707,
10,old,sporting_mini-trampoline.bmp,old61,1,1,2539,9,3525,
11,new,animal_seal.bmp,new38,1,2,3693,9,3525,
12,new,musical_bongo drum.bmp,new23,1,2,1679,9,3525,
13,old,food_shellpasta.bmp,old25,1,1,3026,6,3120,
14,old,kitchen_apron.bmp,old27,0,2,1425,6,3120,
15,old,fruit_watermelon_old.bmp,old71,1,1,2887,8,2827,
16,old,kitchen_martini glass.bmp,old32,1,1,1968,6,1416,
17,new,kitchen_toaster_old.bmp,new30,1,2,3317,6,1416,
18,old,animal_zebra_old.bmp,old13,1,1,2933,9,2815,
19,old,kitchen_scrubbing brush.bmp,old36,1,1,7501,5,1736,
20,old,animal_penguin.bmp,old10,1,1,3274,5,2223,
21,old,vegie_green capsicum.bmp,old75,0,2,3404,5,2223,
22,new,vegie_pumpkin.bmp,new21,1,2,1873,5,2223,
23,old,vegie_garlic01a.bmp,old74,1,1,2468,8,1457,
24,old,animal_siamese cat.bmp,old12,1,1,5045,6,1066,
25,old,kitchen_tea cup and saucer.bmp,old37,1,1,2173,5,4502,
26,new,kitchen_garlic press.bmp,new07,1,2,1671,5,4502,
27,new,musical_bagpipes.bmp,new35,1,2,2537,5,4502,
28,new,animal_horse.bmp,new20,1,2,1490,5,4502,
29,old,vegie_mushroom.bmp,old76,1,1,3180,8,1163,
30,old,kitchen_plate.bmp,old35,0,2,2298,8,1163,
31,old,food_bottleofredwine01.bmp,old15,1,1,1436,9,1321,
32,new,fruit_rasberry.bmp,new10,1,2,4498,9,1321,
33,old,animal_camel_new.bmp,old01,1,1,2116,6,2655,
34,old,sporting_americanfootball.bmp,old53,1,1,1899,8,1270,
35,old,animal_lion_new.bmp,old07,1,1,2817,8,4752,
36,new,sporting_golf ball.bmp,new19,1,2,2056,8,4752,
37,new,animal_gorilla.bmp,new15,0,1,2307,9,1470,
38,old,food_pickle01a.bmp,old22,1,1,2729,8,1691,
39,new,kitchen_kettle_new.bmp,new24,1,2,6141,8,1691,
40,old,animal_sheep.bmp,old11,1,1,2166,5,2855,
41,old,kitchen_coffee pot.bmp,old29,1,1,1899,9,2126,
42,old,food_candy.bmp,old16,1,1,1534,6,1824,
43,new,sporting_flippers.bmp,new02,1,2,1822,6,1824,
44,old,sporting_soccer ball_new.bmp,old65,1,1,3402,6,2049,
45,new,musical_tambourine_new.bmp,new06,1,2,1908,6,2049,
46,new,sporting_basketball_new.bmp,new14,0,1,2390,8,1814,
47,new,fruit_cherry.bmp,old67,1,1,1883,9,5447,
48,new,food_cookie01.bmp,new11,1,2,3970,9,5447,
49,old,food_toast.bmp,old26,1,1,2201,8,3208,
50,old,food_softcheese.bmp,old24,1,1,2982,5,1534,
51,new,animal_ostrich.bmp,new26,1,2,1710,5,1534,
52,old,musical_triangle.bmp,old49,0,2,1536,5,1534,
53,new,vegie_snowpea01.bmp,new27,1,2,3584,5,1534,
54,old,animal_dalmation_old.bmp,old04,1,1,4151,6,1208,
55,old,musical_piano_old.bmp,old48,1,1,1774,6,1302,
56,old,food_cracker02.bmp,old18,1,1,2447,5,2812,
57,old,hard_musical_recorder.bmp,old40,1,1,3722,9,4868,
58,old,kitchen_pitcher.bmp,old34,1,1,1791,8,2215,
59,new,food_walnut01c.bmp,new34,1,2,2196,8,2215,
60,old,sporting_skipping rope.bmp,old63,1,1,3578,6,505,
61,new,food_bagel01.bmp,new17,1,2,1554,6,505,
62,new,food_pizza.bmp,new22,1,2,1298,6,505,
63,old,musical_harp_new.bmp,old43,1,1,1922,9,1845,
64,old,musical_accordion_old.bmp,old41,0,2,3576,9,1845,
65,old,kitchen_white strainer.bmp,old38,1,1,1655,6,732,
66,old,food_croissant01.bmp,old19,1,1,1708,6,2135,
67,new,sporting_baseball bat_new.bmp,new08,1,2,4216,6,2135,
68,old,food_chocolatemilk.bmp,old17,0,2,1333,6,2135,
69,old,kitchen_cookie cutter.bmp,old30,0,2,1790,6,2135,
70,old,sporting_boxing_gloves.bmp,old56,1,1,2508,5,2927,
71,old,musical_drums_old.bmp,old46,0,2,1840,5,2927,
72,old,animal_frog.bmp,old06,1,1,1676,8,1448,
73,new,food_bread.bmp,new28,1,2,4268,8,1448,
74,old,sporting_footballhelmet.bmp,old57,1,1,1567,6,2208,
75,old,animal_parrot.bmp,old09,1,1,5549,5,1183,
76,old,animal_cheetah.bmp,old02,1,1,4237,8,563,
77,new,fruit_apricot_new.bmp,new04,1,2,2642,8,563,
78,new,animal_dolphin_old.bmp,new09,1,2,1486,8,563,
79,old,sporting_snow shoes_old.bmp,old64,0,2,4768,8,563,
80,new,vegie_cucumber.bmp,new33,0,1,3624,9,550,
81,old,fruit_pineapple_old.bmp,old70,1,1,1357,8,525,
82,old,food_rawchicken.bmp,old23,1,1,1519,9,1576,
83,new,musical_uculele_new.bmp,new39,0,1,1735,5,4561,
84,old,fruit_lemon_new.bmp,old69,1,1,1536,9,1377,
85,new,kitchen_fork_old.bmp,new18,1,2,1456,9,1377,
86,old,food_pecan02.bmp,old21,1,1,1404,9,1547,
