category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
old	sporting_hockey stick_old.bmp	old58	1	1	2812	6	2187	
old	animal_monarch_old.bmp	old08	1	1	3401	9	2192	
old	kitchen_ladle.bmp	old31	1	1	1935	5	2128	
old	food_bottleofredwine01.bmp	old15	1	1	1778	9	1018	
old	kitchen_wooden spoon_old.bmp	old39	1	1	1745	5	610	
old	fruit_green grapes.bmp	old68	1	1	1609	5	568	
new	sporting_golf ball.bmp	new19	1	2	1968	5	568	
old	food_croissant01.bmp	old19	1	1	1296	8	308	
new	musical_bongo drum.bmp	new23	1	2	1479	8	308	
new	animal_giraffe.bmp	new03	1	2	8457	8	308	
old	fruit_watermelon_old.bmp	old71	1	1	1447	8	636	
old	sporting_fishing rod.bmp	old59	1	1	1394	9	329	
old	food_candy.bmp	old16	1	1	2995	6	555	
new	kitchen_toaster_old.bmp	new30	1	2	1708	6	555	
old	animal_cheetah.bmp	old02	1	1	2231	9	637	
new	kitchen_spatula_old.bmp	new37	1	2	1322	9	637	
new	food_walnut01c.bmp	new34	1	2	2004	9	637	
new	food_drink.bmp	new05	1	2	1091	9	637	
new	musical_uculele_new.bmp	new39	0	1	1502	5	2729	
new	kitchen_ramekin.bmp	new13	1	2	1595	5	2729	
old	kitchen_white strainer.bmp	old38	1	1	1426	8	304	
new	food_bagel01.bmp	new17	1	2	1251	8	304	
old	animal_frog.bmp	old06	0	2	1376	8	304	
old	musical_drums_old.bmp	old46	1	1	1424	9	366	
new	vegie_snowpea01.bmp	new27	1	2	1206	9	366	
old	vegie_corn02.bmp	old73	1	1	3397	6	660	
old	musical_piano_old.bmp	old48	1	1	1601	8	296	
new	vegie_cucumber.bmp	new33	1	2	4931	8	296	
new	vegie_pumpkin.bmp	new21	1	2	1293	8	296	
old	vegie_green capsicum.bmp	old75	1	1	1505	6	4252	
new	musical_bagpipes.bmp	new35	1	2	1889	6	4252	
new	kitchen_garlic press.bmp	new07	1	2	1237	6	4252	
old	animal_sheep.bmp	old11	0	2	1354	6	4252	
old	vegie_garlic01a.bmp	old74	1	1	1395	8	306	
old	sporting_americanfootball.bmp	old53	1	1	2133	6	2238	
old	food_baguette01.bmp	old14	1	1	1516	6	927	
old	kitchen_apron.bmp	old27	0	2	1297	6	927	
old	fruit_lemon_new.bmp	old69	0	2	4412	6	927	
new	food_cookie01.bmp	new11	1	2	1586	6	927	
new	kitchen_baking spatula.bmp	new01	1	2	1609	6	927	
