,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,animal_dalmation_old.bmp,old04,0,2,1999,,0,
1,new,kitchen_ramekin.bmp,new13,1,2,1422,,0,
2,old,fruit_pineapple_old.bmp,old70,1,1,2139,5,1421,
3,old,sporting_boxing_gloves.bmp,old56,1,1,1946,8,660,
4,old,vegie_carrot.bmp,old78,1,1,1281,6,469,
5,old,musical_harmonica_new.bmp,old47,1,1,1281,5,453,
6,new,sporting_golf ball.bmp,new19,1,2,1562,5,453,
7,new,food_drink.bmp,new05,1,2,1242,5,453,
8,old,sporting_karate clothing.bmp,old60,1,1,1344,6,449,
9,old,sporting_bicycle_old.bmp,old55,0,2,1469,6,449,
10,old,musical_tuba.bmp,old50,1,1,2704,9,507,
11,new,vegie_pumpkin.bmp,new21,1,2,1317,9,507,
12,new,musical_tambourine_new.bmp,new06,1,2,1175,9,507,
13,old,sporting_fishing rod.bmp,old59,1,1,1704,8,482,
14,old,kitchen_martini glass.bmp,old32,1,1,1110,5,393,
15,old,food_rawchicken.bmp,old23,1,1,1832,9,470,
16,old,food_shellpasta.bmp,old25,1,1,1339,9,420,
17,old,hard_musical_recorder.bmp,old40,1,1,1018,9,496,
18,old,fruit_blackberry_new.bmp,old66,1,1,1170,8,1259,
19,old,sporting_snow shoes_old.bmp,old64,1,1,951,8,1216,
20,old,food_chocolatemilk.bmp,old17,1,1,1335,6,400,
21,old,musical_drums_old.bmp,old46,1,1,1247,6,460,
22,new,vegie_snowpea01.bmp,new27,1,2,1625,6,460,
23,old,animal_siamese cat.bmp,old12,1,1,1488,6,403,
24,old,sporting_mini-trampoline.bmp,old61,1,1,1458,6,423,
25,old,food_candy.bmp,old16,1,1,1021,9,483,
26,old,fruit_watermelon_old.bmp,old71,1,1,1006,6,461,
27,new,animal_seal.bmp,new38,1,2,1633,6,461,
28,old,sporting_badminton racquet.bmp,old54,1,1,870,9,442,
29,old,animal_chimpanzee.bmp,old03,1,1,1246,8,412,
30,old,animal_farm pig.bmp,old05,1,1,1538,9,419,
31,new,food_cookie01.bmp,new11,1,2,1626,9,419,
32,old,food_toast.bmp,old26,1,1,1016,8,431,
33,old,vegie_green capsicum.bmp,old75,1,1,1028,5,1145,
34,old,kitchen_white strainer.bmp,old38,1,1,841,5,470,
35,old,food_baguette01.bmp,old14,1,1,851,5,392,
36,new,fruit_apricot_new.bmp,new04,1,2,1384,5,392,
37,old,vegie_mushroom.bmp,old76,1,1,967,5,440,
38,old,sporting_soccer ball_new.bmp,old65,1,1,1053,6,562,
39,new,musical_bongo drum.bmp,new23,1,2,1147,6,562,
40,old,food_frenchfries.bmp,old20,1,1,1356,8,548,
41,old,kitchen_pitcher.bmp,old34,1,1,1021,8,427,
42,new,fruit_cherry.bmp,old67,1,1,1017,6,431,
43,old,vegie_radish.bmp,old77,1,1,932,9,454,
44,new,musical_french horn_old.bmp,new12,0,1,1243,9,1120,
45,old,musical_piano_old.bmp,old48,1,1,747,5,468,
46,new,food_bread.bmp,new28,1,2,1744,5,468,
47,old,kitchen_tea cup and saucer.bmp,old37,1,1,1065,6,414,
48,new,musical_zamponia windflute.bmp,new29,1,2,1348,6,414,
49,new,animal_gorilla.bmp,new15,1,2,1373,6,414,
50,new,animal_ostrich.bmp,new26,1,2,819,6,414,
51,old,sporting_hockey stick_old.bmp,old58,1,1,1233,9,496,
52,old,animal_lion_new.bmp,old07,1,1,1026,8,409,
53,old,food_pickle01a.bmp,old22,1,1,1176,9,448,
54,old,fruit_green grapes.bmp,old68,1,1,1069,9,441,
55,new,food_pizza.bmp,new22,1,2,1422,9,441,
56,old,musical_accordion_old.bmp,old41,1,1,1013,8,411,
57,new,food_walnut01c.bmp,new34,1,2,1186,8,411,
58,new,musical_uculele_new.bmp,new39,0,1,1498,8,436,
59,new,sporting_windsurf.bmp,new31,1,2,1538,8,436,
60,old,kitchen_plate.bmp,old35,1,1,1357,6,388,
61,new,animal_horse.bmp,new20,1,2,1172,6,388,
62,new,kitchen_spatula_old.bmp,new37,1,2,1564,6,388,
63,old,musical_triangle.bmp,old49,1,1,1173,6,421,
64,old,food_pecan02.bmp,old21,1,1,1179,9,531,
65,old,fruit_lemon_new.bmp,old69,1,1,965,9,429,
66,new,kitchen_garlic press.bmp,new07,1,2,1091,9,429,
67,old,food_cracker02.bmp,old18,1,1,1399,5,373,
68,old,animal_parrot.bmp,old09,1,1,1181,5,389,
69,new,kitchen_baking spatula.bmp,new01,1,2,1307,5,389,
