,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,new,sporting_weighlifting.bmp,new25,1,2,3959,,0,
1,old,fruit_blackberry_new.bmp,old66,1,1,2904,5,2218,
2,new,vegie_snowpea01.bmp,new27,1,2,2184,5,2218,
3,old,kitchen_ladle.bmp,old31,1,1,3032,5,1030,
4,new,food_walnut01c.bmp,new34,1,2,2252,5,1030,
5,new,fruit_cherry.bmp,old67,1,1,2281,6,1541,
6,old,sporting_footballhelmet.bmp,old57,1,1,2038,9,996,
7,old,kitchen_white strainer.bmp,old38,1,1,2882,8,1134,
8,old,sporting_americanfootball.bmp,old53,1,1,2464,6,1116,
9,old,fruit_watermelon_old.bmp,old71,1,1,3023,9,1245,
10,old,musical_accordion_old.bmp,old41,1,1,1618,6,993,
11,old,animal_zebra_old.bmp,old13,1,1,4464,6,910,
12,old,musical_double bass.bmp,old45,1,1,2367,6,1784,
13,old,food_baguette01.bmp,old14,1,1,1711,8,1002,
14,new,sporting_flippers.bmp,new02,1,2,1977,8,1002,
15,new,food_pizza.bmp,new22,1,2,1409,8,1002,
16,new,sporting_basketball_new.bmp,new14,0,1,4551,8,682,
17,old,food_candy.bmp,old16,0,2,2197,8,682,
18,old,sporting_bicycle_old.bmp,old55,1,1,1717,5,1727,
19,old,food_rawchicken.bmp,old23,1,1,1937,8,1002,
20,old,vegie_cauliflower.bmp,old72,1,1,2193,5,840,
21,new,animal_horse.bmp,new20,1,2,1837,5,840,
22,old,musical_tuba.bmp,old50,1,1,1819,9,2314,
23,new,kitchen_spatula_old.bmp,new37,1,2,1597,9,2314,
24,new,fruit_granny smith apple.bmp,new16,1,2,1867,9,2314,
25,old,sporting_mini-trampoline.bmp,old61,1,1,1256,8,628,
26,old,hard_musical_recorder.bmp,old40,1,1,1762,8,619,
27,new,kitchen_baking spatula.bmp,new01,1,2,1872,8,619,
28,new,animal_giraffe.bmp,new03,1,2,1628,8,619,
29,old,animal_camel_new.bmp,old01,1,1,1154,8,667,
30,old,animal_parrot.bmp,old09,1,1,2294,6,658,
31,old,food_croissant01.bmp,old19,1,1,2126,9,832,
32,old,food_pecan02.bmp,old21,1,1,2070,6,1018,
33,new,musical_tambourine_new.bmp,new06,1,2,3433,6,1018,
34,new,musical_uculele_new.bmp,new39,0,1,1344,5,1001,
35,new,kitchen_kettle_new.bmp,new24,0,1,4192,8,1145,
36,new,animal_ostrich.bmp,new26,1,2,1737,8,1145,
37,old,musical_drums_old.bmp,old46,1,1,1730,6,700,
38,old,musical_piano_old.bmp,old48,1,1,1423,8,605,
39,old,vegie_carrot.bmp,old78,0,2,5060,8,605,
40,old,animal_siamese cat.bmp,old12,1,1,1354,9,610,
41,new,fruit_rasberry.bmp,new10,1,2,3408,9,610,
42,new,musical_french horn_old.bmp,new12,1,2,1448,9,610,
43,new,animal_pigeon.bmp,new32,1,2,909,9,610,
44,new,musical_bongo drum.bmp,new23,1,2,1007,9,610,
45,old,kitchen_big cooking pot.bmp,old28,1,1,1421,8,1427,
46,new,animal_dolphin_old.bmp,new09,1,2,1393,8,1427,
47,old,vegie_radish.bmp,old77,1,1,1592,5,471,
48,old,musical_triangle.bmp,old49,1,1,2267,5,887,
49,new,vegie_cucumber.bmp,new33,0,1,1426,6,553,
50,old,food_cracker02.bmp,old18,1,1,1792,5,472,
51,new,food_bread.bmp,new28,0,1,4723,8,1798,
52,new,musical_bagpipes.bmp,new35,1,2,1806,8,1798,
53,old,kitchen_tea cup and saucer.bmp,old37,1,1,1365,6,605,
