,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,food_shellpasta.bmp,old25,1,1,2672,8,27731,
1,old,musical_acoustic guitar_new.bmp,old42,1,1,5660,9,4065,
2,old,musical_double bass.bmp,old45,0,2,2573,9,4065,
3,new,animal_dolphin_old.bmp,new09,1,2,1596,9,4065,
4,old,kitchen_coffee pot.bmp,old29,0,2,1314,9,4065,
5,new,musical_tambourine_new.bmp,new06,1,2,1164,9,4065,
6,old,vegie_mushroom.bmp,old76,1,1,1524,5,1141,
7,new,food_bread.bmp,new28,1,2,2406,5,1141,
8,new,food_pizza.bmp,new22,1,2,1533,5,1141,
9,old,animal_farm pig.bmp,old05,0,2,1423,5,1141,
10,new,kitchen_toaster_old.bmp,new30,1,2,1331,5,1141,
11,old,kitchen_wooden spoon_old.bmp,old39,0,2,1181,5,1141,
12,old,musical_tuba.bmp,old50,1,1,1556,9,940,
13,new,kitchen_garlic press.bmp,new07,1,2,1733,9,940,
14,new,fruit_rasberry.bmp,new10,0,1,1326,5,528,
15,old,musical_xylophone_old.bmp,old52,0,2,1504,5,528,
16,new,animal_pigeon.bmp,new32,1,2,1210,5,528,
17,old,kitchen_pitcher.bmp,old34,0,2,1784,5,528,
18,old,kitchen_apron.bmp,old27,0,2,824,5,528,
19,old,sporting_mini-trampoline.bmp,old61,0,2,933,5,528,
20,new,kitchen_fork_old.bmp,new18,1,2,1070,5,528,
21,old,sporting_americanfootball.bmp,old53,1,1,1585,8,1417,
22,new,sporting_basketball_new.bmp,new14,0,1,2839,9,836,
23,old,animal_sheep.bmp,old11,0,2,1665,9,836,
24,old,kitchen_ladle.bmp,old31,1,1,2067,5,480,
25,old,sporting_bicycle_old.bmp,old55,0,2,1636,5,480,
26,old,food_pickle01a.bmp,old22,1,1,1352,9,1089,
27,old,musical_piano_old.bmp,old48,0,2,2411,9,1089,
28,new,kitchen_spatula_old.bmp,new37,1,2,1682,9,1089,
29,old,fruit_lemon_new.bmp,old69,0,2,1606,9,1089,
30,old,fruit_blackberry_new.bmp,old66,1,1,1003,8,1449,
31,new,fruit_cherry.bmp,old67,1,1,1983,5,831,
32,old,food_candy.bmp,old16,1,1,1901,8,808,
33,old,vegie_radish.bmp,old77,0,2,1829,8,808,
34,old,animal_chimpanzee.bmp,old03,1,1,1577,6,682,
35,old,sporting_badminton racquet.bmp,old54,0,2,1725,6,682,
36,new,kitchen_baking spatula.bmp,new01,1,2,1651,6,682,
37,old,food_pecan02.bmp,old21,1,1,1735,8,705,
38,new,kitchen_ramekin.bmp,new13,1,2,1371,8,705,
39,new,sporting_weighlifting.bmp,new25,1,2,866,8,705,
40,old,hard_musical_recorder.bmp,old40,1,1,1645,5,642,
41,old,food_softcheese.bmp,old24,1,1,2630,8,645,
42,old,sporting_karate clothing.bmp,old60,1,1,1784,9,872,
43,old,sporting_fishing rod.bmp,old59,1,1,3018,5,465,
44,new,food_walnut01c.bmp,new34,1,2,2477,5,465,
45,old,kitchen_scrubbing brush.bmp,old36,0,2,882,5,465,
46,old,fruit_watermelon_old.bmp,old71,0,2,956,5,465,
47,old,vegie_green capsicum.bmp,old75,0,2,1027,5,465,
48,old,vegie_cauliflower.bmp,old72,1,1,1513,8,764,
49,old,food_baguette01.bmp,old14,1,1,1611,5,473,
50,old,sporting_skipping rope.bmp,old63,0,2,1675,5,473,
51,old,vegie_garlic01a.bmp,old74,1,1,1750,6,863,
52,old,animal_cheetah.bmp,old02,1,1,2362,8,675,
53,new,sporting_windsurf.bmp,new31,1,2,1942,8,675,
54,old,kitchen_white strainer.bmp,old38,0,2,806,8,675,
55,new,animal_horse.bmp,new20,1,2,1435,8,675,
56,new,musical_bongo drum.bmp,new23,1,2,816,8,675,
57,new,fruit_granny smith apple.bmp,new16,1,2,1261,8,675,
58,new,sporting_flippers.bmp,new02,1,2,889,8,675,
59,old,food_toast.bmp,old26,0,2,756,8,675,
60,old,fruit_pineapple_old.bmp,old70,1,1,1435,8,832,
61,old,animal_siamese cat.bmp,old12,0,2,1333,8,832,
62,old,kitchen_plate.bmp,old35,0,2,1246,8,832,
63,old,animal_frog.bmp,old06,0,2,906,8,832,
64,old,animal_monarch_old.bmp,old08,0,2,901,8,832,
65,new,vegie_snowpea01.bmp,new27,1,2,983,8,832,
66,old,musical_drums_old.bmp,old46,0,2,933,8,832,
67,old,kitchen_tea cup and saucer.bmp,old37,0,2,934,8,832,
68,old,kitchen_peppermill.bmp,old33,0,2,1613,8,832,
69,old,musical_violin_old.bmp,old51,1,1,1235,5,481,
70,old,musical_accordion_old.bmp,old41,0,2,1076,5,481,
71,new,vegie_pumpkin.bmp,new21,1,2,1254,5,481,
72,new,food_cookie01.bmp,new11,1,2,2394,5,481,
73,new,animal_gorilla.bmp,new15,0,1,1088,8,1451,
74,old,food_rawchicken.bmp,old23,0,2,2182,8,1451,
75,old,musical_harp_new.bmp,old43,0,2,975,8,1451,
76,old,sporting_boxing_gloves.bmp,old56,0,2,1109,8,1451,
