,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,vegie_garlic01a.bmp,old74,1,1,2659,5,2855,
1,new,animal_seal.bmp,new38,1,2,2163,5,2855,
2,old,food_pecan02.bmp,old21,1,1,1843,8,2184,
3,old,hard_musical_recorder.bmp,old40,1,1,1520,5,810,
4,old,food_pickle01a.bmp,old22,1,1,1297,8,884,
5,old,food_bottleofredwine01.bmp,old15,1,1,968,8,720,
6,old,vegie_radish.bmp,old77,1,1,1563,6,635,
7,new,vegie_cucumber.bmp,new33,0,1,1145,8,2186,
8,old,animal_frog.bmp,old06,1,1,1257,9,1174,
9,old,food_shellpasta.bmp,old25,1,1,1406,9,1974,
10,old,sporting_snow shoes_old.bmp,old64,1,1,1213,5,596,
11,old,vegie_cauliflower.bmp,old72,1,1,1163,6,883,
12,new,kitchen_toaster_old.bmp,new30,1,2,2311,6,883,
13,new,sporting_baseball bat_new.bmp,new08,1,2,1425,6,883,
14,old,musical_harmonica_new.bmp,old47,1,1,1240,6,629,
15,old,sporting_americanfootball.bmp,old53,1,1,1739,6,2132,
16,new,food_pizza.bmp,new22,1,2,1454,6,2132,
17,old,animal_siamese cat.bmp,old12,0,2,2603,6,2132,
18,new,animal_giraffe.bmp,new03,1,2,1562,6,2132,
19,old,musical_double bass.bmp,old45,1,1,1410,9,833,
20,old,kitchen_cookie cutter.bmp,old30,1,1,2070,5,562,
21,old,sporting_rollerblade.bmp,old62,1,1,1555,5,707,
22,new,musical_french horn_old.bmp,new12,1,2,1910,5,707,
23,old,fruit_lemon_new.bmp,old69,1,1,2544,9,699,
24,old,musical_accordion_old.bmp,old41,1,1,1613,6,612,
25,new,sporting_flippers.bmp,new02,1,2,2330,6,612,
26,old,animal_lion_new.bmp,old07,1,1,2019,9,1386,
27,old,kitchen_coffee pot.bmp,old29,1,1,1209,5,2752,
28,new,food_bread.bmp,new28,1,2,1761,5,2752,
29,old,fruit_blackberry_new.bmp,old66,1,1,2082,6,470,
30,old,musical_violin_old.bmp,old51,1,1,2642,5,1080,
31,new,vegie_broccoli.bmp,new36,1,2,1203,5,1080,
32,old,sporting_fishing rod.bmp,old59,1,1,1338,9,524,
33,old,animal_zebra_old.bmp,old13,0,2,1238,9,524,
34,new,sporting_windsurf.bmp,new31,1,2,916,9,524,
35,new,sporting_basketball_new.bmp,new14,1,2,1550,9,524,
36,new,fruit_rasberry.bmp,new10,1,2,911,9,524,
37,new,fruit_granny smith apple.bmp,new16,1,2,794,9,524,
