,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,vegie_mushroom.bmp,old76,1,1,3383,6,1343,
1,old,animal_frog.bmp,old06,1,1,2054,5,1387,
2,old,food_shellpasta.bmp,old25,1,1,1944,9,737,
3,new,food_bread.bmp,new28,1,2,1721,9,737,
4,new,kitchen_fork_old.bmp,new18,1,2,1330,9,737,
5,old,animal_monarch_old.bmp,old08,0,2,3595,9,737,
6,old,musical_harp_new.bmp,old43,1,1,955,8,988,
7,old,food_rawchicken.bmp,old23,0,2,2427,8,988,
8,old,fruit_lemon_new.bmp,old69,1,1,1456,9,2084,
9,new,food_drink.bmp,new05,1,2,1182,9,2084,
10,old,food_candy.bmp,old16,0,2,1358,9,2084,
11,old,sporting_rollerblade.bmp,old62,1,1,1982,9,710,
12,new,sporting_windsurf.bmp,new31,1,2,2151,9,710,
13,old,food_softcheese.bmp,old24,1,1,1464,8,700,
14,new,animal_ostrich.bmp,new26,1,2,1375,8,700,
15,old,musical_double bass.bmp,old45,1,1,1271,8,634,
16,new,sporting_golf ball.bmp,new19,1,2,1199,8,634,
17,old,animal_farm pig.bmp,old05,1,1,1117,9,744,
18,new,kitchen_garlic press.bmp,new07,1,2,1273,9,744,
19,old,sporting_karate clothing.bmp,old60,1,1,1692,6,655,
20,old,sporting_footballhelmet.bmp,old57,1,1,1843,5,736,
21,old,food_croissant01.bmp,old19,1,1,968,8,536,
22,old,food_pickle01a.bmp,old22,1,1,968,6,968,
23,new,fruit_apricot_new.bmp,new04,1,2,1647,6,968,
24,old,musical_acoustic guitar_new.bmp,old42,1,1,1060,9,551,
25,old,sporting_soccer ball_new.bmp,old65,0,2,1878,9,551,
26,new,food_cookie01.bmp,new11,1,2,1298,9,551,
27,old,food_pecan02.bmp,old21,1,1,1709,6,590,
28,old,food_baguette01.bmp,old14,0,2,3428,6,590,
29,old,vegie_radish.bmp,old77,0,2,1530,6,590,
30,old,vegie_corn02.bmp,old73,1,1,1706,5,445,
31,old,kitchen_wooden spoon_old.bmp,old39,1,1,1785,6,465,
32,new,animal_dolphin_old.bmp,new09,1,2,1237,6,465,
33,old,animal_camel_new.bmp,old01,1,1,1321,8,515,
34,new,musical_zamponia windflute.bmp,new29,1,2,1765,8,515,
35,new,vegie_broccoli.bmp,new36,1,2,2437,8,515,
36,new,kitchen_ramekin.bmp,new13,1,2,962,8,515,
37,old,kitchen_white strainer.bmp,old38,0,2,1153,8,515,
38,new,food_pizza.bmp,new22,1,2,1058,8,515,
39,new,kitchen_kettle_new.bmp,new24,1,2,902,8,515,
40,new,sporting_flippers.bmp,new02,1,2,1455,8,515,
41,new,sporting_baseball bat_new.bmp,new08,1,2,1771,8,515,
42,old,kitchen_scrubbing brush.bmp,old36,0,2,1002,8,515,
43,new,food_walnut01c.bmp,new34,1,2,1153,8,515,
44,old,animal_sheep.bmp,old11,1,1,1208,9,470,
45,new,animal_pigeon.bmp,new32,1,2,3273,9,470,
46,old,vegie_carrot.bmp,old78,1,1,964,5,516,
