category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
old	kitchen_apron.bmp	old27	0	2	2375	nan	0	
new	animal_pigeon.bmp	new32	0	1	1926	8	3120	
new	sporting_flippers.bmp	new02	0	1	4656	6	5622	
old	musical_triangle.bmp	old49	1	1	2461	5	3386	
old	musical_harmonica_new.bmp	old47	1	1	1576	9	3872	
new	food_pizza.bmp	new22	0	1	3180	8	4588	
new	fruit_granny smith apple.bmp	new16	0	1	2308	9	2447	
new	food_cookie01.bmp	new11	0	1	3643	6	3321	
old	food_toast.bmp	old26	1	1	1859	6	2440	
new	sporting_basketball_new.bmp	new14	0	1	1355	8	2852	
old	animal_chimpanzee.bmp	old03	1	1	2127	9	2425	
old	food_baguette01.bmp	old14	1	1	1341	6	4054	
old	kitchen_plate.bmp	old35	0	2	3290	6	4054	
new	animal_horse.bmp	new20	0	1	2381	5	2638	
new	animal_gorilla.bmp	new15	1	2	4827	5	2638	
new	vegie_snowpea01.bmp	new27	0	1	2661	8	3450	
old	vegie_mushroom.bmp	old76	0	2	2485	8	3450	
old	fruit_pineapple_old.bmp	old70	1	1	1959	8	3160	
new	animal_giraffe.bmp	new03	0	1	1841	5	3423	
old	vegie_green capsicum.bmp	old75	1	1	2381	6	2429	
new	vegie_broccoli.bmp	new36	1	2	3890	6	2429	
old	vegie_garlic01a.bmp	old74	0	2	2606	6	2429	
old	fruit_lemon_new.bmp	old69	1	1	3829	8	1211	
new	kitchen_fork_old.bmp	new18	0	1	2112	9	2347	
old	food_pickle01a.bmp	old22	1	1	1308	5	1630	
old	animal_farm pig.bmp	old05	1	1	1696	9	1980	
old	food_bottleofredwine01.bmp	old15	1	1	1339	5	4644	
old	musical_clarinet_new.bmp	old44	1	1	1280	9	2924	
new	musical_bagpipes.bmp	new35	0	1	3526	8	2705	
old	musical_violin_old.bmp	old51	1	1	1338	5	3683	
old	animal_parrot.bmp	old09	1	1	2038	9	3259	
new	food_walnut01c.bmp	new34	0	1	3111	6	2346	
old	sporting_karate clothing.bmp	old60	0	2	2602	6	2346	
new	musical_bongo drum.bmp	new23	1	2	2745	6	2346	
old	vegie_corn02.bmp	old73	1	1	1186	8	1649	
old	kitchen_tea cup and saucer.bmp	old37	1	1	2821	9	1460	
new	kitchen_kettle_new.bmp	new24	1	2	1914	9	1460	
new	animal_ostrich.bmp	new26	0	1	3058	6	2263	
old	animal_monarch_old.bmp	old08	1	1	1292	8	1775	
new	animal_seal.bmp	new38	1	2	2701	8	1775	
old	sporting_mini-trampoline.bmp	old61	1	1	1728	9	2258	
new	vegie_pumpkin.bmp	new21	0	1	1197	8	2572	
old	kitchen_white strainer.bmp	old38	1	1	3572	6	1892	
old	sporting_rollerblade.bmp	old62	0	2	3280	6	1892	
old	sporting_fishing rod.bmp	old59	1	1	1610	9	2081	
new	kitchen_toaster_old.bmp	new30	1	2	2836	9	2081	
new	sporting_windsurf.bmp	new31	1	2	2863	9	2081	
old	sporting_skipping rope.bmp	old63	1	1	1363	9	2347	
old	food_chocolatemilk.bmp	old17	1	1	1740	6	942	
new	vegie_cucumber.bmp	new33	0	1	1303	5	1809	
old	food_frenchfries.bmp	old20	1	1	1327	9	1369	
old	kitchen_wooden spoon_old.bmp	old39	0	2	5344	9	1369	
new	sporting_baseball bat_new.bmp	new08	0	1	6201	8	1361	
old	vegie_carrot.bmp	old78	1	1	1634	5	2048	
old	food_candy.bmp	old16	1	1	1741	9	1262	
new	musical_french horn_old.bmp	new12	1	2	2842	9	1262	
new	food_drink.bmp	new05	1	2	4038	9	1262	
old	animal_cheetah.bmp	old02	1	1	1796	8	1619	
old	musical_xylophone_old.bmp	old52	1	1	3791	6	1935	
old	sporting_hockey stick_old.bmp	old58	0	2	4423	6	1935	
old	animal_zebra_old.bmp	old13	0	2	5662	6	1935	
new	food_bread.bmp	new28	0	1	1820	8	1874	
old	musical_accordion_old.bmp	old41	1	1	1550	6	1679	
