	Condition	CorrectSource	Stim_RT
0	Enc	8	2.063
1	CTL	6	1.412
2	Enc	5	0.412
3	Enc	5	0.411
4	CTL	5	0.411
5	CTL	6	0.979
6	Enc	6	1.873
7	Enc	5	1.412
8	CTL	6	1.007
9	Enc	9	1.413
10	CTL	9	0.725
11	Enc	6	0.914
12	CTL	9	0.414
13	CTL	5	0.862
14	Enc	8	0.915
15	Enc	9	1.737
16	Enc	5	1.916
17	Enc	9	0.915
18	Enc	5	0.915
19	Enc	8	0.916
20	Enc	8	2.416
21	Enc	9	2.26
22	Enc	8	0.917
23	Enc	5	1.917
24	CTL	8	0.418
25	Enc	8	1.418
26	Enc	8	1.049
27	Enc	5	0.418
28	CTL	8	1.224
29	Enc	9	1.419
30	Enc	9	0.919
31	Enc	6	0.419
32	Enc	8	1.419
33	Enc	8	0.768
34	Enc	9	1.421
35	Enc	5	0.421
36	Enc	6	1.557
37	CTL	9	0.921
38	CTL	6	0.808
39	CTL	6	0.577
40	CTL	5	0.606
41	Enc	9	1.423
42	Enc	8	1.423
43	CTL	9	0.93
44	Enc	6	1.476
45	Enc	6	0.424
46	Enc	9	1.554
47	Enc	8	0.424
48	CTL	8	0.853
49	Enc	9	1.926
50	CTL	9	0.426
51	CTL	8	0.649
52	Enc	8	1.492
53	Enc	9	1.017
54	Enc	6	0.928
55	CTL	5	0.85
56	Enc	5	1.303
57	Enc	6	0.427
58	Enc	6	0.928
59	Enc	8	1.428
60	Enc	9	1.311
61	CTL	5	0.742
62	Enc	5	1.93
63	CTL	8	0.889
64	CTL	9	0.662
65	Enc	6	1.432
66	CTL	8	0.735
67	Enc	9	1.441
68	Enc	6	0.431
69	Enc	9	1.24
70	Enc	6	0.717
71	Enc	8	1.153
72	Enc	9	0.932
73	Enc	8	0.433
74	CTL	9	0.772
75	Enc	9	1.18
76	CTL	6	0.983
77	Enc	5	0.934
78	Enc	8	1.304
79	Enc	5	0.934
80	Enc	6	0.435
81	CTL	6	0.824
82	Enc	5	1.435
83	Enc	6	1.443
84	Enc	8	0.436
85	CTL	6	0.697
86	CTL	9	0.459
87	CTL	5	0.437
88	Enc	5	1.693
89	Enc	5	1.438
90	CTL	8	0.438
91	Enc	5	1.438
92	Enc	9	1.405
93	CTL	9	0.439
94	Enc	9	0.44
95	Enc	5	1.87
96	CTL	6	0.939
97	CTL	5	0.549
98	Enc	8	0.44
99	Enc	6	1.43
100	CTL	5	0.807
101	CTL	8	0.624
102	Enc	6	1.441
103	Enc	5	0.442
104	CTL	8	0.848
105	CTL	6	0.934
106	Enc	6	0.936
107	Enc	8	1.427
108	CTL	5	0.738
109	CTL	8	0.643
110	Enc	9	1.152
111	Enc	8	0.443
112	CTL	9	0.944
113	Enc	9	1.916
114	Enc	6	1.69
115	Enc	5	1.573
116	Enc	6	1.41
