	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	16.044	3.0	19.044	1.0	False	CTL01	0	6	0.956
1	20.044	3.0	23.043000000000003	8.0	Old53	Enc01	1	8	0.852
2	31.043000000000003	3.0	34.042	7.5	Old10	Enc02	1	5	0.705
3	41.542	3.0	44.541000000000004	0.5	Old60	Enc03	1	5	0.8859999999999999
4	45.041000000000004	3.0	48.041000000000004	6.0	Old43	Enc04	1	6	0.963
5	54.041000000000004	3.0	57.04	2.0	Old46	Enc05	1	5	0.9590000000000001
6	59.04	3.0	62.04	2.0	Old69	Enc06	1	9	0.748
7	64.04	3.0	67.04	4.0	False	CTL02	0	5	0.7340000000000001
8	71.039	3.0	74.039	2.5	False	CTL03	0	6	0.536
9	76.539	3.0	79.538	1.5	False	CTL04	0	6	0.557
10	81.038	3.0	84.038	5.0	False	CTL05	0	9	0.627
11	89.038	3.0	92.037	1.0	Old65	Enc07	1	6	0.73
12	93.037	3.0	96.037	3.0	Old03	Enc08	1	8	0.873
13	99.037	3.0	102.036	3.0	False	CTL06	0	9	0.616
14	105.036	3.0	108.036	2.5	Old40	Enc09	1	9	0.6629999999999999
15	110.536	3.0	113.535	6.5	Old08	Enc10	1	5	0.6920000000000001
16	120.035	3.0	123.035	2.5	Old29	Enc11	1	9	0.6859999999999999
17	125.53399999999999	3.0	128.534	2.0	Old33	Enc12	1	5	0.5379999999999999
18	130.534	3.0	133.534	4.5	Old68	Enc13	1	8	0.6809999999999999
19	138.033	3.0	141.033	4.5	Old78	Enc14	1	8	0.7340000000000001
20	145.533	3.0	148.532	2.5	Old67	Enc15	1	9	0.525
21	151.032	3.0	154.032	1.0	Old74	Enc16	1	8	0.785
22	155.032	3.0	158.032	1.5	Old11	Enc17	1	5	0.973
23	159.531	3.0	162.531	4.0	False	CTL07	0	5	0.465
24	166.53099999999998	3.0	169.53099999999998	3.0	False	CTL08	0	8	0.965
25	172.53	3.0	175.53	1.0	Old34	Enc18	1	8	0.44299999999999995
26	176.53	3.0	179.53	1.0	Old17	Enc19	1	8	0.6409999999999999
27	180.53	3.0	183.52900000000002	0.5	Old18	Enc20	1	5	1.133
28	184.02900000000002	3.0	187.02900000000002	3.5	Old72	Enc21	1	9	0.556
29	190.52900000000002	3.0	193.528	4.5	Old23	Enc22	1	9	0.508
30	198.028	3.0	201.028	9.5	False	CTL09	0	8	0.7240000000000001
31	210.52700000000002	3.0	213.52700000000002	3.5	Old01	Enc23	1	6	0.52
32	217.02599999999998	3.0	220.02599999999998	4.0	False	CTL10	0	9	0.46799999999999997
33	224.02599999999998	3.0	227.02599999999998	4.0	Old19	Enc24	1	8	0.509
34	231.025	3.0	234.025	1.0	Old47	Enc25	1	8	0.469
35	235.025	3.0	238.025	6.0	Old15	Enc26	1	9	0.439
36	244.024	3.0	247.024	6.5	Old50	Enc27	1	5	0.608
37	253.523	3.0	256.52299999999997	2.0	Old37	Enc28	1	6	0.762
38	258.52299999999997	3.0	261.52299999999997	1.5	Old44	Enc29	1	9	0.419
39	263.022	3.0	266.022	2.5	Old51	Enc30	1	8	0.7040000000000001
40	268.522	3.0	271.522	4.5	Old39	Enc31	1	6	0.588
41	276.02099999999996	3.0	279.02099999999996	0.5	Old13	Enc32	1	6	0.58
42	279.52099999999996	3.0	282.52099999999996	1.0	False	CTL11	0	6	0.47
