	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	OLD	vegie_corn02.bmp	Old73	1	1	16.999	5	2980
1	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	2.257	9	1605
2	New	kitchen_toaster_old.bmp	New30	1	2	1.841	9	1605
3	OLD	sporting_footballhelmet.bmp	Old57	1	1	1.419	6	1289
4	New	fruit_granny smith apple.bmp	New16	1	2	2.627	6	1289
5	OLD	kitchen_big cooking pot.bmp	Old28	1	1	5.774	9	2429
6	New	animal_horse.bmp	New20	1	2	1.472	9	2429
7	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	1.697	8	4732
8	OLD	sporting_karate clothing.bmp	Old60	1	1	4.083	6	3478
9	New	musical_zamponia windflute.bmp	New29	1	2	3.104	6	3478
10	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	2.08	6	3478
11	New	musical_tambourine_new.bmp	New06	1	2	1.555	6	3478
12	OLD	food_pecan02.bmp	Old21	1	1	1.921	8	1147
13	New	sporting_golf ball.bmp	New19	1	2	1.802	8	1147
14	New	kitchen_fork_old.bmp	New18	1	2	1.67	8	1147
15	OLD	animal_cheetah.bmp	Old02	0	2	5.215	8	1147
16	New	animal_dolphin_old.bmp	New09	1	2	1.771	8	1147
17	New	vegie_pumpkin.bmp	New21	1	2	1.585	8	1147
18	OLD	animal_chimpanzee.bmp	Old03	1	1	1.64	8	2444
19	OLD	musical_accordion_old.bmp	Old41	0	2	11.64	8	2444
20	OLD	musical_triangle.bmp	Old49	1	1	1.956	6	2419
21	OLD	hard_musical_recorder.bmp	Old40	1	1	1.502	9	2009
22	OLD	vegie_carrot.bmp	Old78	1	1	1.109	8	2079
23	OLD	food_pickle01a.bmp	Old22	1	1	1.473	8	1532
24	New	food_bagel01.bmp	New17	1	2	3.452	8	1532
25	New	sporting_basketball_new.bmp	New14	0	1	2.152	6	5264
26	OLD	animal_camel_new.bmp	Old01	1	1	1.315	6	1269
27	OLD	fruit_green grapes.bmp	Old68	1	1	1.359	8	1240
28	New	animal_giraffe.bmp	New03	1	2	2.69	8	1240
29	OLD	animal_sheep.bmp	Old11	0	2	1.643	8	1240
30	OLD	sporting_skipping rope.bmp	Old63	1	1	1.165	5	829
31	New	food_drink.bmp	New05	1	2	2.65	5	829
32	OLD	sporting_boxing_gloves.bmp	Old56	1	1	1.18	6	1060
33	OLD	kitchen_ladle.bmp	Old31	1	1	1.662	9	4794
34	OLD	food_chocolatemilk.bmp	Old17	1	1	1.511	6	2281
35	OLD	musical_harmonica_new.bmp	Old47	0	2	2.339	6	2281
36	New	animal_pigeon.bmp	New32	1	2	2.529	6	2281
37	New	sporting_baseball bat_new.bmp	New08	1	2	5.057	6	2281
38	OLD	sporting_fishing rod.bmp	Old59	1	1	1.037	8	786
39	OLD	kitchen_martini glass.bmp	Old32	1	1	1.4	6	862
40	OLD	vegie_garlic01a.bmp	Old74	1	1	2.113	8	1819
41	OLD	musical_piano_old.bmp	Old48	1	1	1.887	5	1466
42	OLD	fruit_pineapple_old.bmp	Old70	0	2	6.82	5	1466
43	OLD	kitchen_pitcher.bmp	Old34	1	1	0.928	6	5281
44	OLD	sporting_bicycle_old.bmp	Old55	0	2	1.979	6	5281
45	OLD	food_frenchfries.bmp	Old20	1	1	1.136	5	1090
46	New	kitchen_ramekin.bmp	New13	0	1	4.012	9	1369
47	OLD	vegie_mushroom.bmp	Old76	1	1	1.223	8	1084
48	OLD	kitchen_white strainer.bmp	Old38	0	2	8.853	8	1084
49	New	animal_seal.bmp	New38	1	2	1.976	8	1084
50	OLD	vegie_cauliflower.bmp	Old72	1	1	1.316	5	1062
51	New	kitchen_garlic press.bmp	New07	1	2	1.905	5	1062
52	OLD	kitchen_coffee pot.bmp	Old29	1	1	1.53	6	1771
